user,repID,date_joined,last_login,cohort,MA.GoodatMath,MA.ImportantDoWell,MA.NaturallyBetter,MA.EffortImportant,MA.UnderstandQuickly,MA.ThinkCarefully,MA.PlugInNum,MA.PatternsOverCalc,MA.ExcitingIntimidating,SA.ChairParts,SA.SpatialRel,SA.Diagrams,howmanymath,mathposthigh,ratereading,gender,FathEd,MothEd,class,Ethnic,engfirst,A.Figure,A.Rotate,A.Letters,A.Vocab,PM.Arith,PM.XY,PM.Theta,PM.TTSinCos,PM.TTSides,PM.CTSinCos,PM.TrigRs,SM.XY,SM.Theta,SM.TTSinCos,SM.CTSinCos
2227,78355,3/16/2018 2:28,3/16/2018 2:28,Winter18,1,4,6,2,5,6,5,5,1,6,6,6,4,1,4,2,5,4,3,3,1,65,40,-0.645772343,-0.784023167,84.4,0,25,0,0,0,16.7,10,66.7,0,0
2228,78406,3/16/2018 2:34,3/16/2018 2:34,Winter18,3,6,6,5,5,5,3,4,4,5,6,6,3,4,4,1,5,2,4,7,1,70,65,-1.794776963,1.07336908,78.1,0,25,0,33.3,0,58.3,10,91.7,0,0
2229,77812,3/16/2018 2:58,3/16/2018 2:58,Winter18,3,5,6,4,6,6,3,4,2,7,5,7,2,1,5,2,1,6,4,7,1,50,65,0.498928888,1.217432745,90.6,0,25,66.7,100,0,41.7,20,100,100,0
2230,77572,3/16/2018 3:23,3/16/2018 3:23,Winter18,7,6,5,5,5,7,6,5,5,6,5,7,3,3,5,1,5,3,3,3,1,65,85,-0.073421728,-0.639959503,81.2,10,91.7,100,100,22.2,41.7,60,100,100,0
2232,78415,3/16/2018 3:55,3/16/2018 3:55,Winter18,3,6,4,5,6,6,3,4,3,5,5,5,3,3,5,1,7,3,3,7,1,55,55,0.78725589,-0.639959503,100,0,33.3,0,66.7,0,41.7,30,75,0,44.4
2233,78091,3/16/2018 4:07,3/16/2018 4:07,Winter18,6,4,6,7,4,6,7,4,3,5,6,7,4,3,5,2,6,5,4,3,1,60,95,1.075582892,-0.928086832,100,0,25,0,0,0,33.3,0,100,0,0
2234,78955,3/16/2018 4:17,3/16/2018 4:17,Winter18,5,5,7,6,6,7,6,5,3,5,5,5,3,3,4,2,2,2,4,6,1,55,60,0.498928888,-0.639959503,84.4,60,25,0,0,22.2,8.3,70,100,66.7,0
2235,78055,3/16/2018 4:35,3/16/2018 4:35,Winter18,7,7,7,5,5,7,1,7,7,7,7,7,4,4,5,1,5,6,4,1,1,80,80,-0.361748729,0.790386882,96.9,70,91.7,100,100,0,33.3,90,100,100,0
2236,78139,3/16/2018 4:39,3/16/2018 5:58,Winter18,2,5,7,5,4,5,5,6,2,4,6,6,3,1,5,2,5,5,4,6,0,50,50,-1.794776963,-1.067005366,3.1,20,25,0,100,0,33.3,30,66.7,0,0
2237,78592,3/16/2018 4:53,3/16/2018 4:53,Winter18,6,6,6,7,6,7,7,7,6,7,6,7,2,1,3,2,3,3,3,4,0,65,75,-0.645772343,1.217432745,78.1,80,41.7,0,66.7,0,41.7,20,91.7,0,0
2238,78529,3/16/2018 5:06,3/16/2018 5:06,Winter18,4,4,7,2,5,6,2,4,1,6,5,7,4,2,5,2,2,2,5,7,1,60,60,0.498928888,-0.784023167,68.8,80,25,100,100,22.2,25,90,100,100,11.1
2240,79024,3/16/2018 8:15,3/16/2018 8:15,Winter18,7,7,7,6,7,7,6,7,7,7,6,7,4,1,4,1,3,5,4,1,1,60,75,-1.506449961,-1.067005366,87.5,10,50,0,66.7,0,25,10,100,0,0
2241,78820,3/16/2018 9:04,3/16/2018 9:10,Winter18,6,6,6,2,3,2,2,4,4,7,6,6,3,5,5,2,6,5,4,1,1,85,100,1.359606506,1.36149641,87.5,80,100,100,100,66.7,41.7,80,100,100,100
2243,77587,3/16/2018 10:13,3/16/2018 10:47,Winter18,6,5,6,3,6,6,6,6,5,5,6,5,2,4,4,2,5,5,5,4,0,85,40,-1.794776963,-0.928086832,87.5,0,91.7,66.7,0,0,16.7,10,100,0,0
2245,78889,3/16/2018 16:01,3/16/2018 18:21,Winter18,3,5,6,3,4,5,2,4,3,5,5,6,3,3,3,2,3,4,3,4,1,65,95,-0.645772343,-0.495895838,81.2,60,66.7,0,66.7,0,50,80,100,0,0
2246,78340,3/16/2018 16:57,3/16/2018 21:37,Winter18,5,6,7,5,5,4,5,5,7,5,5,6,4,1,5,1,2,2,2,7,1,60,40,1.075582892,-0.928086832,90.6,30,25,0,0,0,33.3,90,100,0,0
2247,78943,3/16/2018 18:27,3/16/2018 18:27,Winter18,5,7,6,6,5,6,5,6,6,6,5,5,5,1,3,1,5,7,3,3,0,75,65,-0.361748729,0.502259553,93.8,70,100,100,100,33.3,25,70,100,66.7,33.3
2249,79033,3/16/2018 18:53,3/16/2018 18:53,Winter18,6,4,7,4,6,6,7,5,3,6,6,4,3,2,4,1,6,3,3,9,1,30,55,-1.794776963,-2.353288086,0,0,33.3,0,0,0,33.3,0,25,0,0
2250,78577,3/16/2018 19:19,3/16/2018 19:19,Winter18,5,5,6,4,5,6,5,4,4,6,5,6,2,3,5,1,1,7,3,3,1,40,95,-1.222426347,-0.495895838,87.5,40,33.3,0,100,0,16.7,100,100,100,66.7
2251,79027,3/16/2018 19:30,3/16/2018 19:30,Winter18,3,6,6,5,6,7,3,5,3,6,5,7,5,5,1,2,5,5,4,4,0,85,90,0.78725589,1.36149641,100,90,58.3,100,100,0,50,100,100,100,0
2253,77917,3/16/2018 19:53,3/16/2018 19:53,Winter18,5,6,6,4,5,6,5,5,4,6,5,5,4,1,4,1,2,1,4,3,1,60,50,-0.645772343,-1.067005366,93.8,90,25,0,66.7,0,25,100,91.7,0,0
2255,78580,3/16/2018 20:19,3/16/2018 20:19,Winter18,2,6,6,7,4,7,5,4,3,5,6,7,3,2,5,2,3,4,2,7,1,80,70,1.075582892,1.217432745,96.9,90,100,100,100,22.2,50,90,100,100,100
2257,78976,3/16/2018 20:34,3/16/2018 20:51,Winter18,1,4,5,2,6,6,2,6,1,2,6,6,4,1,4,2,1,4,3,4,0,45,60,-2.083103965,-0.639959503,84.4,0,33.3,0,33.3,0,25,0,25,0,0
2258,78613,3/16/2018 21:19,3/16/2018 21:19,Winter18,5,6,4,3,4,6,4,4,4,4,5,5,3,2,3,2,5,5,4,6,1,55,65,-0.934099345,-0.784023167,100,40,25,0,33.3,0,41.7,60,83.3,0,0
2259,78484,3/16/2018 21:30,3/16/2018 21:30,Winter18,3,6,7,3,5,7,2,7,1,6,6,7,4,2,5,2,3,3,4,4,0,70,65,-0.645772343,-0.21291364,81.2,30,91.7,0,100,0,16.7,80,100,0,66.7
2260,78325,3/16/2018 21:32,3/16/2018 21:32,Winter18,5,6,7,5,5,7,2,5,6,6,6,7,4,1,5,1,3,5,5,1,1,45,90,-0.934099345,0.07521369,84.4,40,100,100,100,100,50,70,100,100,22.2
2262,79144,4/10/2018 22:22,6/10/2018 1:02,Spr18,4 Neither agree nor disagree,7 Strongly agree,6 Agree,7 Strongly agree,5 Somewhat agree,7 Strongly agree,6 Agree,6 Agree,1 Strongly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,5+,5+,4 A little above average,1 Male,2 High school diploma,2 High school diploma,2 Working class,4 Asian or Asian American,0 No,65,75,-0.934099345,-1.067005366,90.6,0,100,33.3,66.7,11.1,25,0,100,100,33.3
2263,79111,4/10/2018 22:51,4/10/2018 22:53,Spr18,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Somewhat agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4,1,3 Comparable/Average,1 Male,7 I don't know,4 2-yr. college degree (AA),3 Lower-middle class,5 American Indian/Native American or Alaskan Native,1 Yes,45,90,0.214905274,-0.068849975,87.5,50,91.7,0,66.7,11.1,33.3,70,100,66.7,11.1
2264,79075,4/10/2018 23:55,6/15/2018 3:51,Spr18,2 Disagree,2 Disagree,7 Strongly agree,2 Disagree,5 Somewhat agree,7 Strongly agree,4 Neither agree nor disagree,6 Agree,1 Strongly disagree,6 Agree,2 Disagree,4 Neither agree nor disagree,2,1,3 Comparable/Average,1 Male,3 Some college (1 yr.  - less than 2 yrs.),4 2-yr. college degree (AA),5 Upper-middle class,1 White/Caucasian,1 Yes,65,80,-0.073421728,-0.639959503,75,20,25,0,100,0,41.7,80,91.7,0,33.3
2265,79147,4/11/2018 0:11,4/11/2018 0:11,Spr18,5 Somewhat agree,5 Somewhat agree,3 Somewhat disagree,2 Disagree,2 Disagree,7 Strongly agree,7 Strongly agree,3 Somewhat disagree,3 Somewhat disagree,7 Strongly agree,7 Strongly agree,7 Strongly agree,4,3,4 A little above average,1 Male,5 4-yr. college degree (BA/BS),5 4-yr. college degree (BA/BS),5 Upper-middle class,1 White/Caucasian,1 Yes,70,60,-1.794776963,0.07521369,90.6,90,25,0,0,0,41.7,100,100,0,0
2266,79087,4/11/2018 5:56,4/11/2018 5:56,Spr18,2 Disagree,6 Agree,7 Strongly agree,4 Neither agree nor disagree,7 Strongly agree,6 Agree,2 Disagree,2 Disagree,1 Strongly disagree,6 Agree,5 Somewhat agree,5 Somewhat agree,3,5+,4 A little above average,2 Female,5 4-yr. college degree (BA/BS),5 4-yr. college degree (BA/BS),3 Lower-middle class,4 Asian or Asian American,1 Yes,60,60,0.78725589,-0.356977304,84.4,80,58.3,0,100,22.2,16.7,70,83.3,0,66.7
2267,79102,4/11/2018 17:50,4/11/2018 17:50,Spr18,1 Strongly disagree,6 Agree,6 Agree,6 Agree,4 Neither agree nor disagree,7 Strongly agree,2 Disagree,4 Neither agree nor disagree,1 Strongly disagree,7 Strongly agree,7 Strongly agree,7 Strongly agree,4,3,5 Above average,2 Female,3 Some college (1 yr.  - less than 2 yrs.),3 Some college (1 yr.  - less than 2 yrs.),3 Lower-middle class,1 White/Caucasian,1 Yes,65,55,0.214905274,0.929305416,96.9,60,25,0,0,0,25,60,75,0,0
2268,79186,4/11/2018 19:28,4/11/2018 20:48,Spr18,3 Somewhat disagree,7 Strongly agree,6 Agree,5 Somewhat agree,5 Somewhat agree,7 Strongly agree,4 Neither agree nor disagree,3 Somewhat disagree,2 Disagree,6 Agree,6 Agree,6 Agree,2,1,4 A little above average,2 Female,3 Some college (1 yr.  - less than 2 yrs.),3 Some college (1 yr.  - less than 2 yrs.),4 Middle class,3 Latino/Hispanic,1 Yes,70,80,-0.361748729,0.502259553,68.8,60,50,0,33.3,0,25,60,100,0,22.2
2269,79090,4/11/2018 19:35,4/11/2018 19:35,Spr18,2 Disagree,5 Somewhat agree,6 Agree,4 Neither agree nor disagree,6 Agree,5 Somewhat agree,6 Agree,3 Somewhat disagree,1 Strongly disagree,5 Somewhat agree,5 Somewhat agree,5 Somewhat agree,4,1,5 Above average,2 Female,"6 MA/PhD, MD, MBA, JD",5 4-yr. college degree (BA/BS),5 Upper-middle class,1 White/Caucasian,1 Yes,55,70,1.075582892,-0.928086832,90.6,70,25,100,100,0,16.7,80,100,100,0
2270,79132,4/11/2018 20:02,4/11/2018 20:02,Spr18,6 Agree,6 Agree,2 Disagree,7 Strongly agree,5 Somewhat agree,7 Strongly agree,2 Disagree,6 Agree,5 Somewhat agree,7 Strongly agree,6 Agree,7 Strongly agree,4,2,5 Above average,2 Female,"6 MA/PhD, MD, MBA, JD","6 MA/PhD, MD, MBA, JD",3 Lower-middle class,4 Asian or Asian American,1 Yes,70,70,0.78725589,0.502259553,78.1,40,100,100,100,11.1,83.3,60,100,100,11.1
2272,69604,4/12/2018 0:39,5/28/2018 3:00,Spr18,3 Somewhat disagree,7 Strongly agree,5 Somewhat agree,3 Somewhat disagree,5 Somewhat agree,7 Strongly agree,3 Somewhat disagree,3 Somewhat disagree,4 Neither agree nor disagree,7 Strongly agree,7 Strongly agree,7 Strongly agree,4,2,5 Above average,1 Male,1 Some high school or less,1 Some high school or less,4 Middle class,4 Asian or Asian American,0 No,55,70,-0.645772343,-1.21106903,90.6,20,58.3,100,100,0,41.7,10,91.7,100,0
2273,79105,4/12/2018 0:48,4/12/2018 1:40,Spr18,6 Agree,4 Neither agree nor disagree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Somewhat agree,4 Neither agree nor disagree,4 Neither agree nor disagree,3,3,4 A little above average,2 Female,7 I don't know,"7 I don,??t know",1 Lower class,4 Asian or Asian American,0 No,55,55,-1.794776963,1.07336908,87.5,30,91.7,66.7,100,0,8.3,50,100,100,0
2274,79063,4/12/2018 0:52,4/27/2018 3:29,Spr18,3 Somewhat disagree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,5 Somewhat agree,4 Neither agree nor disagree,2 Disagree,5 Somewhat agree,5 Somewhat agree,5 Somewhat agree,2,1,4 A little above average,2 Female,2 High school diploma,1 Some high school or less,3 Lower-middle class,3 Latino/Hispanic,0 No,45,60,-0.645772343,-0.639959503,71.9,0,25,100,100,0,16.7,0,100,100,0
2275,79225,4/12/2018 4:39,4/12/2018 4:39,Spr18,5 Somewhat agree,5 Somewhat agree,4 Neither agree nor disagree,6 Agree,3 Somewhat disagree,6 Agree,3 Somewhat disagree,5 Somewhat agree,4 Neither agree nor disagree,7 Strongly agree,7 Strongly agree,6 Agree,3,5+,5 Above average,1 Male,"6 MA/PhD, MD, MBA, JD",5 4-yr. college degree (BA/BS),5 Upper-middle class,1 White/Caucasian,1 Yes,75,100,1.359606506,2.215588136,87.5,90,100,100,100,66.7,75,90,100,100,66.7
2276,79168,4/12/2018 18:31,4/16/2018 20:56,Spr18,6 Agree,5 Somewhat agree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Somewhat agree,5 Somewhat agree,7 Strongly agree,6 Agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,3,5+,2 A little below average,2 Female,"6 MA/PhD, MD, MBA, JD","6 MA/PhD, MD, MBA, JD",4 Middle class,3 Latino/Hispanic,0 No,55,65,-0.073421728,-0.356977304,84.4,70,100,100,100,11.1,16.7,50,91.7,100,11.1
2277,79123,4/12/2018 19:54,4/12/2018 19:54,Spr18,4 Neither agree nor disagree,6 Agree,7 Strongly agree,6 Agree,5 Somewhat agree,6 Agree,5 Somewhat agree,7 Strongly agree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,7 Strongly agree,2,2,5 Above average,1 Male,1 Some high school or less,3 Some college (1 yr.  - less than 2 yrs.),4 Middle class,3 Latino/Hispanic,0 No,50,95,0.498928888,-0.068849975,87.5,10,25,0,0,0,16.7,80,100,0,0
2278,79117,4/12/2018 23:06,4/12/2018 23:06,Spr18,7 Strongly agree,6 Agree,4 Neither agree nor disagree,7 Strongly agree,4 Neither agree nor disagree,6 Agree,1 Strongly disagree,4 Neither agree nor disagree,7 Strongly agree,6 Agree,6 Agree,6 Agree,5+,5+,5 Above average,2 Female,"6 MA/PhD, MD, MBA, JD","6 MA/PhD, MD, MBA, JD",5 Upper-middle class,1 White/Caucasian,0 No,70,65,1.075582892,1.932605937,96.9,100,25,100,100,11.1,33.3,100,100,100,100
2280,79333,4/13/2018 16:58,4/17/2018 23:24,Spr18,6 Agree,6 Agree,5 Somewhat agree,7 Strongly agree,2 Disagree,6 Agree,4 Neither agree nor disagree,3 Somewhat disagree,5 Somewhat agree,2 Disagree,2 Disagree,6 Agree,3,1,4 A little above average,2 Female,"6 MA/PhD, MD, MBA, JD",5 4-yr. college degree (BA/BS),5 Upper-middle class,4 Asian or Asian American,1 Yes,55,35,-1.794776963,-1.782178558,3.1,0,33.3,0,0,0,33.3,0,33.3,0,0
2281,79357,4/14/2018 8:05,4/14/2018 8:05,Spr18,5 Somewhat agree,3 Somewhat disagree,7 Strongly agree,3 Somewhat disagree,4 Neither agree nor disagree,6 Agree,6 Agree,5 Somewhat agree,3 Somewhat disagree,6 Agree,5 Somewhat agree,6 Agree,4,1,4 A little above average,3 Other,4 2-yr. college degree (AA),5 4-yr. college degree (BA/BS),4 Middle class,4 Asian or Asian American,1 Yes,75,65,1.359606506,-0.068849975,87.5,90,100,100,100,11.1,41.7,80,100,100,44.4
2282,79273,4/14/2018 22:07,5/29/2018 21:57,Spr18,5 Somewhat agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,2 Disagree,7 Strongly agree,3 Somewhat disagree,4 Neither agree nor disagree,3 Somewhat disagree,6 Agree,5+,5+,3 Comparable/Average,2 Female,4 2-yr. college degree (AA),2 High school diploma,5 Upper-middle class,4 Asian or Asian American,0 No,65,85,1.075582892,-1.067005366,100,90,25,0,100,11.1,25,100,100,100,55.6
2283,79198,4/14/2018 22:44,4/14/2018 22:44,Spr18,6 Agree,6 Agree,7 Strongly agree,2 Disagree,3 Somewhat disagree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,6 Agree,6 Agree,6 Agree,3,1,3 Comparable/Average,2 Female,3 Some college (1 yr.  - less than 2 yrs.),2 High school diploma,2 Working class,3 Latino/Hispanic,1 Yes,95,85,1.647933507,0.219277354,100,70,41.7,100,100,44.4,58.3,70,100,100,66.7
2284,79372,4/15/2018 5:43,4/17/2018 23:05,Spr18,6 Agree,7 Strongly agree,6 Agree,5 Somewhat agree,6 Agree,7 Strongly agree,1 Strongly disagree,6 Agree,6 Agree,5 Somewhat agree,6 Agree,7 Strongly agree,5+,5+,4 A little above average,2 Female,5 4-yr. college degree (BA/BS),5 4-yr. college degree (BA/BS),5 Upper-middle class,4 Asian or Asian American,0 No,75,90,0.498928888,1.217432745,100,80,100,66.7,100,44.4,83.3,100,100,100,55.6
2285,79180,4/15/2018 20:35,4/15/2018 20:35,Spr18,5 Somewhat agree,6 Agree,6 Agree,7 Strongly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Somewhat agree,4 Neither agree nor disagree,6 Agree,7 Strongly agree,4 Neither agree nor disagree,6 Agree,4,1,2 A little below average,1 Male,7 I don't know,"7 I don,??t know",1 Lower class,3 Latino/Hispanic,0 No,80,80,1.075582892,-0.495895838,100,100,100,0,100,0,25,100,100,0,100
2286,79390,4/15/2018 21:08,4/15/2018 21:08,Spr18,2 Disagree,5 Somewhat agree,5 Somewhat agree,5 Somewhat agree,5 Somewhat agree,6 Agree,5 Somewhat agree,4 Neither agree nor disagree,1 Strongly disagree,5 Somewhat agree,6 Agree,6 Agree,5+,1,3 Comparable/Average,2 Female,5 4-yr. college degree (BA/BS),5 4-yr. college degree (BA/BS),4 Middle class,1 White/Caucasian,0 No,55,80,0.498928888,1.07336908,84.4,60,100,100,100,33.3,16.7,90,100,100,44.4
2287,79279,4/16/2018 0:09,4/16/2018 0:09,Spr18,6 Agree,6 Agree,6 Agree,5 Somewhat agree,5 Somewhat agree,6 Agree,3 Somewhat disagree,5 Somewhat agree,5 Somewhat agree,6 Agree,5 Somewhat agree,6 Agree,4,2,4 A little above average,2 Female,2 High school diploma,2 High school diploma,4 Middle class,4 Asian or Asian American,0 No,75,90,0.498928888,-0.784023167,84.4,50,100,100,100,44.4,41.7,90,83.3,100,33.3
2288,79420,4/16/2018 4:41,4/16/2018 4:41,Spr18,5 Somewhat agree,7 Strongly agree,7 Strongly agree,6 Agree,3 Somewhat disagree,6 Agree,2 Disagree,2 Disagree,6 Agree,5 Somewhat agree,6 Agree,7 Strongly agree,4,1,5 Above average,1 Male,"6 MA/PhD, MD, MBA, JD",5 4-yr. college degree (BA/BS),6 Upper class,1 White/Caucasian,1 Yes,50,65,-2.083103965,-1.49919636,0,0,33.3,0,0,11.1,50,0,50,0,0
2289,79453,4/16/2018 19:23,4/16/2018 22:10,Spr18,5 Somewhat agree,5 Somewhat agree,7 Strongly agree,4 Neither agree nor disagree,5 Somewhat agree,5 Somewhat agree,5 Somewhat agree,6 Agree,5 Somewhat agree,6 Agree,3 Somewhat disagree,4 Neither agree nor disagree,4,3,3 Comparable/Average,1 Male,4 2-yr. college degree (AA),4 2-yr. college degree (AA),3 Lower-middle class,4 Asian or Asian American,1 Yes,100,90,0.498928888,-0.068849975,81.2,90,41.7,0,100,0,33.3,70,91.7,0,11.1
2290,79459,4/16/2018 19:58,4/16/2018 19:58,Spr18,1 Strongly disagree,5 Somewhat agree,6 Agree,5 Somewhat agree,6 Agree,5 Somewhat agree,5 Somewhat agree,5 Somewhat agree,1 Strongly disagree,5 Somewhat agree,4 Neither agree nor disagree,5 Somewhat agree,4,1,4 A little above average,1 Male,5 4-yr. college degree (BA/BS),3 Some college (1 yr.  - less than 2 yrs.),5 Upper-middle class,4 Asian or Asian American,1 Yes,50,55,-1.222426347,-1.21106903,84.4,50,83.3,0,66.7,0,25,40,100,100,0
2291,79324,4/17/2018 5:13,4/17/2018 5:13,Spr18,5 Somewhat agree,6 Agree,5 Somewhat agree,7 Strongly agree,5 Somewhat agree,7 Strongly agree,2 Disagree,6 Agree,5 Somewhat agree,6 Agree,5 Somewhat agree,6 Agree,4,5+,5 Above average,2 Female,5 4-yr. college degree (BA/BS),3 Some college (1 yr.  - less than 2 yrs.),5 Upper-middle class,6 Pacific Islander,0 No,50,60,-0.645772343,1.07336908,96.9,40,91.7,100,100,0,33.3,60,100,66.7,0
2292,79495,4/17/2018 18:01,4/17/2018 18:01,Spr18,1 Strongly disagree,4 Neither agree nor disagree,6 Agree,4 Neither agree nor disagree,6 Agree,6 Agree,2 Disagree,4 Neither agree nor disagree,3 Somewhat disagree,6 Agree,4 Neither agree nor disagree,2 Disagree,3,1,5 Above average,1 Male,7 I don't know,"7 I don,??t know",3 Lower-middle class,3 Latino/Hispanic,0 No,65,85,0.78725589,-0.495895838,87.5,80,25,0,33.3,11.1,25,100,100,100,0
2293,79264,4/17/2018 21:28,4/17/2018 21:28,Spr18,5 Somewhat agree,4 Neither agree nor disagree,6 Agree,6 Agree,5 Somewhat agree,5 Somewhat agree,3 Somewhat disagree,3 Somewhat disagree,3 Somewhat disagree,6 Agree,6 Agree,6 Agree,3,1,4 A little above average,2 Female,"6 MA/PhD, MD, MBA, JD",4 2-yr. college degree (AA),5 Upper-middle class,1 White/Caucasian,1 Yes,65,60,1.075582892,1.644478608,90.6,0,25,0,100,11.1,41.7,0,100,100,0
2294,79519,4/17/2018 21:55,4/17/2018 21:55,Spr18,5 Somewhat agree,5 Somewhat agree,1 Strongly disagree,6 Agree,6 Agree,7 Strongly agree,7 Strongly agree,6 Agree,2 Disagree,7 Strongly agree,7 Strongly agree,7 Strongly agree,2,2,5 Above average,1 Male,5 4-yr. college degree (BA/BS),4 2-yr. college degree (AA),4 Middle class,1 White/Caucasian,0 No,65,95,1.075582892,1.932605937,100,100,100,0,100,0,33.3,80,100,100,0
2295,79249,4/17/2018 23:21,4/17/2018 23:21,Spr18,5 Somewhat agree,7 Strongly agree,2 Disagree,7 Strongly agree,5 Somewhat agree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Somewhat disagree,5 Somewhat agree,6 Agree,3 Somewhat disagree,6 Agree,5+,4,4 A little above average,1 Male,"6 MA/PhD, MD, MBA, JD",5 4-yr. college degree (BA/BS),5 Upper-middle class,1 White/Caucasian,0 No,75,95,1.359606506,0.646323217,75,70,91.7,0,33.3,66.7,8.3,70,100,0,55.6
2296,60961,4/18/2018 0:39,4/18/2018 0:39,Spr18,6 Agree,7 Strongly agree,1 Strongly disagree,7 Strongly agree,1 Strongly disagree,7 Strongly agree,1 Strongly disagree,2 Disagree,4 Neither agree nor disagree,7 Strongly agree,7 Strongly agree,7 Strongly agree,2,3,5 Above average,3 Other,1 Some high school or less,3 Some college (1 yr.  - less than 2 yrs.),1 Lower class,7 Multiracial or Multiethnic,1 Yes,65,55,0.214905274,0.07521369,87.5,20,25,33.3,100,11.1,33.3,100,91.7,100,11.1
2299,79483,4/18/2018 5:01,4/18/2018 5:01,Spr18,6 Agree,4 Neither agree nor disagree,6 Agree,4 Neither agree nor disagree,6 Agree,6 Agree,3 Somewhat disagree,4 Neither agree nor disagree,1 Strongly disagree,5 Somewhat agree,6 Agree,7 Strongly agree,4,3,5 Above average,2 Female,2 High school diploma,2 High school diploma,2 Working class,3 Latino/Hispanic,1 Yes,60,45,0.78725589,-0.21291364,84.4,60,100,0,0,0,25,90,100,0,0
2300,55621,4/18/2018 6:19,4/18/2018 6:19,Spr18,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Somewhat agree,6 Agree,6 Agree,4,5+,5 Above average,1 Male,7 I don't know,"7 I don,??t know",2 Working class,7 Multiracial or Multiethnic,0 No,70,80,0.498928888,0.790386882,87.5,60,25,100,100,66.7,58.3,90,100,100,77.8
2301,79441,4/18/2018 6:53,4/24/2018 22:53,Spr18,6 Agree,7 Strongly agree,6 Agree,7 Strongly agree,6 Agree,6 Agree,2 Disagree,6 Agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,4,3,5 Above average,2 Female,3 Some college (1 yr.  - less than 2 yrs.),3 Some college (1 yr.  - less than 2 yrs.),4 Middle class,1 White/Caucasian,1 Yes,80,75,0.78725589,0.219277354,90.6,50,91.7,100,100,77.8,33.3,80,100,100,88.9
2302,79276,4/18/2018 15:53,4/18/2018 15:53,Spr18,5 Somewhat agree,5 Somewhat agree,6 Agree,4 Neither agree nor disagree,5 Somewhat agree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Somewhat agree,6 Agree,6 Agree,7 Strongly agree,3,2,4 A little above average,2 Female,3 Some college (1 yr.  - less than 2 yrs.),2 High school diploma,2 Working class,3 Latino/Hispanic,1 Yes,75,100,1.075582892,-0.495895838,90.6,0,25,0,0,0,16.7,30,50,0,0
2303,79195,4/18/2018 19:45,4/18/2018 19:45,Spr18,3 Somewhat disagree,4 Neither agree nor disagree,7 Strongly agree,6 Agree,3 Somewhat disagree,5 Somewhat agree,5 Somewhat agree,5 Somewhat agree,2 Disagree,6 Agree,6 Agree,6 Agree,3,3,3 Comparable/Average,2 Female,5 4-yr. college degree (BA/BS),3 Some college (1 yr.  - less than 2 yrs.),4 Middle class,3 Latino/Hispanic,1 Yes,40,35,0.78725589,-0.21291364,68.8,40,25,0,100,0,8.3,60,58.3,0,0
2305,79342,4/19/2018 2:03,4/19/2018 2:03,Spr18,3 Somewhat disagree,6 Agree,1 Strongly disagree,2 Disagree,5 Somewhat agree,7 Strongly agree,3 Somewhat disagree,6 Agree,3 Somewhat disagree,5 Somewhat agree,2 Disagree,3 Somewhat disagree,4,5+,3 Comparable/Average,2 Female,1 Some high school or less,1 Some high school or less,1 Lower class,3 Latino/Hispanic,0 No,55,50,-1.222426347,-0.495895838,75,60,91.7,66.7,100,11.1,41.7,80,83.3,100,0
2306,79471,4/19/2018 17:43,5/7/2018 22:41,Spr18,7 Strongly agree,7 Strongly agree,2 Disagree,1 Strongly disagree,1 Strongly disagree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,5 Somewhat agree,6 Agree,7 Strongly agree,5+,1,5 Above average,1 Male,"6 MA/PhD, MD, MBA, JD","6 MA/PhD, MD, MBA, JD",4 Middle class,2 Black/African American,1 Yes,45,60,-1.506449961,0.502259553,90.6,0,25,66.7,100,33.3,33.3,0,100,100,33.3
