user,repID,date_joined,last_login,cohort,MA.GoodatMath,MA.ImportantDoWell,MA.NaturallyBetter,MA.EffortImportant,MA.UnderstandQuickly,MA.ThinkCarefully,MA.PlugInNum,MA.PatternsOverCalc,MA.ExcitingIntimidating,SA.ChairParts,SA.SpatialRel,SA.Diagrams,howmanymath,mathposthigh,ratereading,gender,FathEd,MothEd,class,Ethnic,engfirst,A.Figure,A.Rotate,A.Letters,A.Vocab,PM.Arith,PM.XY,PM.Theta,PM.TTSinCos,PM.TTSides,PM.CTSinCos,PM.TrigRs,SM.XY,SM.Theta,SM.TTSinCos,SM.CTSinCos
1136,73873,3/12/2017 7:43,3/14/2017 13:03,Win17,6,5,6,2,6,6,5,5,6,6,5,6,5,2,5,1,7,2,2,4,0,70,90,1.075582892,-0.068849975,90.6,50,83.3,100,100,77.8,58.3,50,100,100,77.8
1137,74044,3/12/2017 15:02,3/12/2017 15:02,Win17,4,4,5,5,5,6,4,4,3,4,4,6,3,1,3,2,7,2,2,6,1,50,50,-0.934099345,-0.784023167,84.4,0,25,0,0,0,33.3,0,75,0,0
1139,74008,3/12/2017 20:37,3/12/2017 20:37,Win17,5,6,4,4,6,6,4,4,5,5,4,5,5,4,5,2,2,2,3,9,1,75,70,-1.222426347,-0.784023167,90.6,10,66.7,0,100,0,41.7,0,100,0,11.1
1140,62287,3/13/2017 4:44,3/13/2017 4:44,Win17,4,6,6,6,6,6,5,6,4,5,5,5,3,5,2,2,2,2,4,4,0,90,90,1.359606506,2.215588136,100,90,25,100,100,77.8,83.3,90,100,100,100
1141,73231,3/13/2017 17:46,3/13/2017 17:46,Win17,4,6,5,6,4,6,5,4,5,6,3,4,4,3,3,1,3,4,4,3,1,50,60,0.78725589,-0.21291364,96.9,40,25,0,100,44.4,25,60,100,0,55.6
1142,73933,3/13/2017 19:25,3/13/2017 19:25,Win17,2,1,7,1,5,7,7,5,1,6,4,6,4,1,4,1,6,3,4,3,1,40,40,-0.934099345,-0.784023167,75,10,25,0,33.3,0,58.3,20,83.3,0,0
1144,72805,3/13/2017 22:37,3/17/2017 17:12,Win17,2,4,5,3,5,4,5,4,4,3,4,6,4,3,3,2,5,5,5,1,1,55,50,-1.794776963,-0.928086832,93.8,10,25,0,100,0,50,20,66.7,66.7,0
1145,74065,3/14/2017 1:52,3/14/2017 1:52,Win17,6,6,6,5,4,6,2,5,6,7,6,6,4,5,4,1,5,4,4,1,1,95,90,0.214905274,-0.639959503,96.9,30,91.7,100,100,66.7,8.3,100,100,100,66.7
1147,56737,3/14/2017 4:34,3/14/2017 4:37,Win17,5,6,4,4,5,5,5,5,5,5,5,5,3,4,3,1,2,4,4,4,1,55,50,0.214905274,-0.639959503,90.6,20,25,0,100,0,8.3,60,91.7,0,0
1148,73780,3/14/2017 4:35,3/14/2017 4:35,Win17,6,5,7,4,6,6,2,2,2,3,4,5,4,1,5,2,6,4,5,1,1,65,75,1.359606506,0.646323217,93.8,90,41.7,100,100,11.1,58.3,100,100,100,100
1152,65284,3/14/2017 18:09,3/14/2017 18:10,Win17,5,5,6,5,3,5,2,5,4,4,3,6,3,3,5,2,7,7,3,4,1,45,40,0.78725589,-1.355132695,90.6,50,66.7,0,100,0,25,60,91.7,66.7,11.1
1153,73756,3/14/2017 18:43,3/15/2017 0:09,Win17,1,1,7,2,3,5,3,4,1,4,4,4,4,1,2,1,1,5,4,7,0,55,80,1.075582892,-0.21291364,87.5,70,25,0,100,11.1,25,90,100,100,22.2
1154,73405,3/14/2017 19:13,3/14/2017 19:13,Win17,2,6,5,7,5,6,4,5,2,5,4,6,3,3,4,1,2,4,4,3,1,65,55,0.214905274,-0.928086832,34.4,50,91.7,0,100,0,33.3,60,100,100,0
1156,73153,3/14/2017 20:01,3/14/2017 20:01,Win17,3,4,6,6,2,6,6,6,2,5,6,6,4,3,3,1,6,5,4,1,1,45,80,-1.222426347,-0.928086832,78.1,70,50,100,100,0,41.7,30,91.7,100,0
1160,74101,3/15/2017 18:39,3/15/2017 18:39,Win17,2,2,5,4,4,6,3,4,1,6,4,4,5,3,4,2,5,5,5,9,1,50,50,-2.083103965,-1.643260024,40.6,0,25,0,33.3,0,8.3,0,58.3,0,0
1161,73975,3/16/2017 0:02,3/16/2017 0:02,Win17,4,5,2,6,6,6,4,5,5,6,4,6,3,2,2,1,1,7,2,4,0,80,85,-1.222426347,0.929305416,96.9,40,100,100,100,0,41.7,0,100,100,0
1164,73984,3/16/2017 4:45,3/17/2017 19:15,Win17,4,4,6,3,4,3,2,4,3,5,5,6,4,3,3,2,7,2,3,4,1,35,40,-0.934099345,-0.784023167,90.6,0,25,0,33.3,0,0,30,91.7,0,0
1165,73942,3/16/2017 5:22,3/16/2017 5:22,Win17,6,6,4,2,4,6,3,4,4,6,6,6,4,2,3,2,1,1,1,3,0,65,60,0.78725589,-1.21106903,84.4,80,91.7,100,100,22.2,8.3,90,91.7,100,55.6
1166,73003,3/16/2017 5:25,3/16/2017 5:25,Win17,6,4,6,2,5,6,4,4,4,6,6,4,4,3,5,2,6,6,4,1,1,40,40,-0.361748729,0.219277354,68.8,10,25,0,100,0,33.3,30,91.7,0,0
1167,72919,3/16/2017 6:36,3/16/2017 6:36,Win17,5,6,2,7,3,7,2,6,4,7,5,6,3,5,2,2,4,4,4,4,0,75,75,0.214905274,1.07336908,90.6,80,100,100,100,88.9,41.7,80,91.7,100,55.6
1172,73981,3/16/2017 16:30,3/16/2017 16:30,Win17,6,4,6,5,2,6,2,6,5,6,5,5,4,4,3,1,1,3,2,6,1,65,95,-0.645772343,-0.21291364,96.9,90,41.7,100,100,66.7,58.3,90,100,100,66.7
1173,73306,3/16/2017 16:52,3/16/2017 16:52,Win17,6,6,6,6,6,6,6,6,3,6,6,6,4,3,4,1,7,5,1,2,1,35,75,0.214905274,-0.928086832,46.9,60,33.3,0,100,11.1,41.7,30,91.7,33.3,11.1
1176,73699,3/16/2017 18:11,3/16/2017 18:11,Win17,5,4,7,4,6,6,6,4,2,5,5,6,4,1,5,2,6,3,5,4,1,80,70,-1.506449961,-0.068849975,84.4,20,91.7,0,100,11.1,0,40,91.7,100,22.2
1177,73900,3/16/2017 18:47,3/16/2017 18:47,Win17,5,5,5,4,5,3,4,6,5,5,6,4,5,5,4,2,2,2,2,4,0,55,75,-1.794776963,-1.49919636,90.6,10,50,0,100,0,16.7,80,100,0,0
1178,74143,3/16/2017 18:48,3/16/2017 18:48,Win17,4,4,6,3,5,4,6,6,3,5,4,5,4,1,5,1,1,4,3,3,1,60,75,-1.506449961,-1.49919636,62.5,0,33.3,0,0,0,41.7,0,25,0,0
1179,74146,3/16/2017 20:36,3/17/2017 3:38,Win17,6,4,7,4,5,7,5,5,1,7,7,7,3,1,3,1,5,3,5,4,1,55,65,-1.794776963,1.36149641,62.5,40,25,0,100,22.2,25,10,100,0,0
1180,73264,3/16/2017 21:05,3/16/2017 21:05,Win17,5,6,7,4,6,6,6,3,5,7,6,6,4,2,4,1,6,6,5,4,1,80,100,1.075582892,0.07521369,96.9,90,100,100,100,66.7,50,90,100,100,77.8
1181,74149,3/16/2017 21:17,3/17/2017 7:58,Win17,6,6,5,6,7,7,5,6,6,6,6,6,3,5,2,1,1,1,2,4,0,30,65,-1.222426347,-2.070305887,96.9,20,58.3,0,33.3,0,33.3,0,50,0,0
1182,73384,3/16/2017 21:20,3/16/2017 22:29,Win17,3,5,2,7,5,6,4,6,4,5,6,5,4,2,4,1,3,3,3,1,1,80,75,-0.645772343,0.929305416,100,0,25,0,33.3,0,8.3,70,83.3,0,11.1
1183,73387,3/16/2017 22:56,3/16/2017 22:56,Win17,4,7,5,6,6,6,3,4,3,7,6,6,5,1,5,1,3,3,1,1,1,60,65,0.214905274,1.644478608,90.6,20,25,100,100,11.1,25,100,100,100,11.1
1184,73807,3/17/2017 0:18,3/17/2017 0:18,Win17,5,6,7,6,6,7,6,7,5,6,6,4,2,4,4,1,3,3,4,4,0,65,65,-0.073421728,0.358195888,96.9,70,25,0,66.7,0,50,40,100,0,0
1185,73099,3/17/2017 3:44,3/17/2017 3:44,Win17,5,6,7,5,3,7,5,6,4,6,1,7,5,5,2,2,2,2,4,4,0,70,65,1.359606506,1.505560074,93.8,60,83.3,100,100,33.3,66.7,50,100,100,11.1
1188,54016,3/17/2017 4:33,3/17/2017 4:33,Win17,4,6,6,4,4,4,4,4,4,7,4,5,3,3,4,2,7,3,1,3,1,70,55,0.78725589,1.217432745,84.4,30,25,0,33.3,0,25,30,91.7,0,0
1189,60619,3/17/2017 4:37,3/17/2017 4:37,Win17,6,6,2,7,2,6,3,6,5,5,5,6,2,1,4,2,5,6,6,1,1,65,85,-1.222426347,0.07521369,84.4,40,25,0,66.7,0,50,70,100,0,0
1191,73312,3/17/2017 5:40,3/17/2017 5:40,Win17,1,6,6,5,4,5,2,5,2,7,5,6,4,1,3,1,1,1,5,1,0,60,50,-2.083103965,-1.643260024,0,0,33.3,0,0,0,33.3,0,25,0,0
1193,73105,3/17/2017 5:55,3/17/2017 5:55,Win17,2,2,6,4,4,6,3,4,2,5,5,6,3,1,3,2,5,2,1,1,1,55,95,0.78725589,-0.639959503,96.9,70,66.7,0,100,0,58.3,10,83.3,33.3,0
1194,73327,3/17/2017 5:57,3/17/2017 5:57,Win17,5,5,6,6,5,5,3,2,2,5,2,6,4,1,4,2,6,6,5,4,0,75,75,1.359606506,0.502259553,93.8,60,25,100,100,11.1,33.3,90,100,100,11.1
1195,73555,3/17/2017 7:02,3/17/2017 7:02,Win17,5,6,5,6,5,6,2,3,2,6,6,6,4,3,5,2,2,2,3,4,0,65,85,-0.645772343,-1.067005366,96.9,60,100,100,100,55.6,25,70,100,100,55.6
1196,73240,3/17/2017 7:06,3/17/2017 7:06,Win17,4,6,6,7,6,6,4,6,6,6,5,5,4,1,3,1,6,2,5,4,0,40,90,-0.934099345,-0.356977304,84.4,30,25,100,100,66.7,25,100,100,100,66.7
1198,74152,3/17/2017 8:07,3/17/2017 8:07,Win17,4,5,6,5,5,5,5,3,4,5,4,4,3,3,4,2,7,4,4,3,0,40,50,-1.222426347,-0.068849975,84.4,20,91.7,0,33.3,0,41.7,30,100,0,0
1199,73381,3/17/2017 8:23,3/17/2017 20:20,Fall18,3,6,5,4,5,6,5,4,2,5,4,4,2,1,3,2,3,3,3,4,1,65,70,0.214905274,-0.928086832,84.4,40,100,0,0,0,25,30,100,100,0
1200,60751,3/17/2017 9:56,3/17/2017 9:56,Win17,5,6,3,7,4,6,5,5,4,5,5,5,4,5,5,1,6,6,4,4,1,55,70,0.498928888,-0.639959503,78.1,100,100,100,100,33.3,41.7,70,91.7,100,100
1201,74059,3/17/2017 17:04,3/17/2017 17:04,Win17,3,5,6,5,5,7,3,6,2,6,6,5,4,3,3,2,5,6,4,4,1,85,70,0.498928888,-0.495895838,90.6,40,100,100,100,0,50,90,100,100,0
1202,73342,3/17/2017 17:55,3/17/2017 17:55,Win17,3,4,3,6,3,7,6,5,3,5,4,5,5,5,3,2,1,1,2,3,0,65,75,0.214905274,1.644478608,78.1,40,25,0,33.3,22.2,25,40,91.7,0,66.7
1203,65629,3/17/2017 17:57,3/17/2017 20:59,Win17,2,2,7,6,5,6,6,6,2,2,1,4,3,3,4,2,5,6,5,1,1,70,60,0.498928888,0.07521369,93.8,20,25,33.3,100,0,25,10,100,33.3,0
1204,73372,3/17/2017 18:35,3/17/2017 18:35,Win17,5,7,7,7,7,7,7,4,4,7,7,7,2,4,5,1,3,5,4,1,1,50,50,-2.367127578,-1.067005366,75,0,25,0,33.3,0,16.7,0,91.7,0,0
1207,68707,3/17/2017 21:16,3/17/2017 21:16,Win17,6,4,6,3,2,4,4,2,3,2,2,6,3,2,3,2,3,5,3,1,1,70,80,0.214905274,-0.495895838,93.8,20,25,0,0,0,50,70,100,0,0
1209,74284,4/12/2017 21:01,4/12/2017 23:11,Spr17,6,7,6,7,7,7,2,4,5,3,5,7,3,1,4,2,6,5,4,4,1,75,65,0.78725589,0.358195888,96.9,70,100,66.7,66.7,66.7,16.7,80,100,66.7,66.7
1210,74305,4/12/2017 21:53,4/12/2017 21:53,Spr17,4,4,4,4,4,4,4,4,4,7,7,7,2,3,4,2,5,5,4,1,0,45,55,-1.506449961,-1.355132695,90.6,0,25,0,33.3,0,25,20,58.3,0,0
1211,74230,4/12/2017 22:54,4/12/2017 22:54,Spr17,6,6,6,5,6,6,3,2,5,7,7,7,4,5,5,2,5,4,4,3,1,90,100,0.78725589,1.07336908,93.8,90,100,100,100,66.7,50,80,100,100,100
1212,74281,4/13/2017 3:17,4/13/2017 3:17,Spr17,4,5,5,5,4,6,6,5,4,6,3,5,3,2,4,2,1,3,1,3,1,80,90,0.214905274,-0.784023167,100,80,33.3,0,33.3,0,25,100,100,0,22.2
1214,74257,4/13/2017 16:45,4/13/2017 16:45,Spr17,6,7,7,5,6,6,3,4,6,3,7,5,3,5,5,1,6,5,5,1,1,70,85,1.359606506,0.219277354,100,90,100,100,100,77.8,25,80,100,100,88.9
1215,74269,4/14/2017 0:06,4/14/2017 0:06,Spr17,6,3,5,2,3,6,7,4,2,3,4,5,4,3,4,2,2,5,3,7,1,75,70,0.214905274,-1.21106903,65.6,10,33.3,100,100,0,50,60,100,100,0
1217,74407,4/14/2017 3:10,4/14/2017 3:10,Spr17,5,6,5,2,3,3,3,3,3,7,5,6,3,2,5,2,5,6,2,1,0,70,70,-0.361748729,-1.067005366,93.8,80,91.7,0,33.3,33.3,8.3,100,100,0,44.4
1218,74242,4/14/2017 5:53,4/28/2017 5:33,Spr17,6,3,5,5,3,6,5,2,3,6,5,6,5,1,3,1,6,6,5,8,0,35,100,0.214905274,1.505560074,81.2,90,41.7,0,100,0,8.3,90,91.7,0,0
1221,74209,4/15/2017 2:10,5/3/2017 18:18,Spr17,3,6,6,6,6,6,6,6,4,6,4,5,3,1,5,1,2,2,4,7,1,45,60,-0.645772343,-0.356977304,93.8,0,33.3,0,0,0,16.7,0,50,0,0
1223,74356,4/15/2017 4:15,4/15/2017 4:15,Spr17,1,6,4,4,7,6,7,7,1,4,4,4,1,3,3,2,7,7,2,1,1,60,90,-1.222426347,-1.355132695,71.9,0,25,0,66.7,0,41.7,0,100,0,0
1224,74263,4/15/2017 21:37,4/15/2017 21:37,Spr17,5,7,4,7,2,7,2,7,5,4,5,5,5,1,3,2,1,3,1,7,0,65,75,0.78725589,0.219277354,84.4,20,91.7,0,0,0,16.7,80,100,0,0
1225,74452,4/15/2017 23:10,4/15/2017 23:10,Spr17,6,6,6,5,5,6,5,6,6,5,6,3,4,4,5,2,3,4,1,4,0,60,30,-0.361748729,-0.356977304,90.6,30,100,100,66.7,11.1,41.7,40,100,100,11.1
1226,74461,4/16/2017 1:08,4/17/2017 6:15,Spr17,5,7,7,6,2,6,2,5,3,6,6,6,4,3,5,2,6,6,4,1,1,70,55,1.075582892,1.644478608,93.8,80,100,66.7,100,55.6,50,80,100,100,100
1227,74218,4/16/2017 2:09,4/16/2017 2:09,Fall18,6,5,4,7,2,6,4,6,5,6,6,6,4,3,3,2,5,3,5,1,1,45,95,-0.934099345,-0.356977304,87.5,70,91.7,100,100,77.8,16.7,100,100,100,77.8
1228,74212,4/16/2017 21:43,4/16/2017 21:43,Spr17,7,7,5,4,6,7,5,7,6,7,6,7,4,4,5,1,7,4,2,1,1,85,100,0.214905274,0.07521369,100,90,100,100,100,66.7,58.3,90,100,100,66.7
1229,74176,4/17/2017 1:10,4/17/2017 1:10,Spr17,7,7,7,5,7,7,3,7,7,7,6,7,4,5,5,2,5,4,3,4,0,65,75,-0.073421728,-0.21291364,90.6,60,91.7,100,100,33.3,41.7,50,100,100,22.2
1231,74302,4/17/2017 5:44,4/17/2017 5:44,Spr17,1,6,6,2,6,6,6,5,4,5,3,5,1,4,5,2,1,3,2,3,1,60,75,0.78725589,-0.068849975,65.6,30,25,0,33.3,0,50,80,100,0,0
1234,74515,4/17/2017 23:53,4/19/2017 22:26,Spr17,6,5,6,5,5,4,3,4,4,6,6,5,4,1,5,1,5,1,4,4,0,70,85,1.075582892,1.07336908,96.9,70,33.3,100,100,11.1,33.3,90,100,100,55.6
1235,74446,4/18/2017 0:14,4/18/2017 0:14,Spr17,6,6,2,7,5,6,6,4,6,7,6,6,2,3,4,2,1,3,4,1,0,70,65,0.498928888,1.932605937,87.5,50,25,0,100,0,25,80,100,0,0
1236,74548,4/18/2017 8:41,4/18/2017 8:41,Spr17,5,7,7,6,3,3,3,4,6,5,5,5,4,3,4,2,1,1,1,3,0,65,65,-0.361748729,-1.21106903,75,60,25,0,33.3,0,33.3,40,100,0,0
1239,74449,4/18/2017 22:33,5/2/2017 21:58,Spr17,2,4,5,4,5,4,2,4,2,3,5,6,3,2,3,2,1,4,2,1,0,70,60,-0.073421728,-1.21106903,65.6,30,33.3,0,100,0,41.7,20,100,0,0
1240,74530,4/19/2017 1:48,4/19/2017 1:48,Spr17,6,6,5,5,2,4,2,4,6,7,6,7,1,3,5,2,3,3,4,1,1,80,80,0.78725589,1.07336908,84.4,0,25,0,100,11.1,50,60,100,100,88.9
1241,74410,4/19/2017 3:12,4/19/2017 3:12,Spr17,7,7,7,4,7,7,1,7,7,7,4,7,5,5,5,1,6,4,5,1,1,80,95,1.075582892,-0.356977304,90.6,50,100,100,100,66.7,66.7,90,100,100,100
1242,74635,4/20/2017 0:14,4/20/2017 0:14,Spr17,2,5,6,5,5,3,6,3,1,6,3,7,5,3,5,2,6,5,4,4,1,90,95,1.075582892,0.358195888,84.4,80,25,100,100,33.3,41.7,100,100,100,33.3
1244,74599,4/20/2017 17:03,4/20/2017 17:03,Spr17,5,5,6,4,3,5,5,3,3,3,5,5,4,1,5,2,3,2,3,2,1,70,70,-0.361748729,1.217432745,81.2,10,25,0,33.3,0,25,10,100,0,0
1245,74464,4/20/2017 22:52,4/20/2017 22:52,Spr17,6,6,5,6,3,6,2,5,3,6,4,4,2,2,3,2,5,5,4,1,1,70,100,1.359606506,0.358195888,100,90,33.3,0,66.7,11.1,16.7,100,100,100,100
1247,63559,4/21/2017 17:12,4/21/2017 17:12,Spr17,6,7,2,7,5,7,2,7,7,5,5,6,4,5,5,1,5,5,5,1,1,75,80,0.214905274,0.790386882,93.8,60,25,100,100,55.6,58.3,100,100,100,100
1248,74503,4/22/2017 1:38,4/22/2017 4:34,Spr17,5,7,2,5,1,6,6,6,4,7,2,7,5,5,3,2,3,2,2,4,0,60,95,1.359606506,-0.784023167,81.2,80,100,100,100,33.3,58.3,70,91.7,100,88.9
1249,74440,4/22/2017 4:15,6/15/2017 22:43,Spr18,6 Agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,3 Somewhat disagree,6 Agree,4 Neither agree nor disagree,6 Agree,6 Agree,6 Agree,5+,1,5 Above average,2 Female,"6 MA/PhD, MD, MBA, JD",5 4-yr. college degree (BA/BS),4 Middle class,4 Asian or Asian American,0 No,75,100,0.78725589,0.502259553,100,60,100,100,0,22.2,50,40,100,100,22.2
1251,74743,4/24/2017 8:10,4/24/2017 8:10,Spr17,6,6,6,2,5,6,2,5,5,3,3,6,4,2,5,2,3,5,4,4,1,75,80,1.075582892,0.358195888,87.5,30,58.3,100,100,44.4,33.3,100,100,100,44.4
1252,74758,4/24/2017 16:14,4/24/2017 16:34,Spr17,6,5,6,4,6,7,6,4,6,5,6,5,4,2,5,2,1,3,4,1,1,60,60,0.78725589,-0.639959503,90.6,50,25,0,100,0,25,70,83.3,0,0
1253,64282,4/25/2017 19:31,5/26/2017 19:50,Spr17,1,3,4,4,5,2,4,4,3,3,4,4,4,1,4,1,3,3,3,1,1,50,55,-1.794776963,-1.643260024,59.4,30,58.3,0,33.3,0,33.3,60,91.7,0,0
1254,74713,4/25/2017 20:00,4/25/2017 20:00,Spr17,4,5,7,6,6,7,7,5,1,6,3,7,4,5,5,2,1,5,3,1,1,95,95,0.78725589,0.358195888,84.4,90,100,100,100,33.3,50,90,100,100,22.2
1255,74518,4/26/2017 3:50,4/26/2017 3:50,Spr17,6,6,7,2,4,6,2,6,4,5,5,6,4,4,5,2,3,5,5,1,1,65,80,1.075582892,0.929305416,87.5,90,100,100,100,55.6,50,80,100,100,100
1256,74833,4/26/2017 7:11,4/26/2017 7:11,Spr17,6,6,5,6,4,5,3,4,6,7,4,5,3,2,2,2,5,5,4,4,0,65,90,1.359606506,1.644478608,62.5,80,100,100,100,55.6,33.3,100,100,0,66.7
1257,74344,4/28/2017 4:25,4/28/2017 4:25,Spr17,6,7,6,5,6,7,3,6,6,7,7,7,4,3,5,2,2,2,4,4,1,60,65,1.359606506,0.219277354,96.9,0,58.3,0,100,100,33.3,0,83.3,100,100
1258,74521,4/28/2017 7:03,5/26/2017 19:43,Spr17,3,6,6,3,5,6,5,6,2,5,4,6,4,4,3,2,4,3,2,4,0,70,85,0.214905274,1.505560074,96.9,90,100,100,100,100,66.7,70,100,100,100
1260,74353,4/29/2017 16:51,7/7/2017 6:38,Spr17,3,6,5,6,6,6,6,6,3,2,6,6,3,2,5,2,3,3,2,3,1,80,40,0.214905274,-0.784023167,75,0,33.3,0,0,0,25,0,58.3,0,0
1261,74476,4/29/2017 19:06,4/29/2017 19:06,Spr17,6,6,6,2,6,6,6,3,6,6,6,2,4,5,5,1,5,5,4,1,1,60,70,-1.222426347,-0.21291364,87.5,30,33.3,0,100,0,16.7,50,83.3,33.3,11.1
1263,74704,4/30/2017 20:14,4/30/2017 21:30,Spr17,5,7,7,6,7,7,7,7,4,5,5,6,4,1,5,2,5,5,4,1,1,80,55,-0.934099345,-1.21106903,37.5,50,50,66.7,100,0,50,90,100,100,0
1264,74434,5/1/2017 6:09,5/1/2017 6:09,Spr17,7,6,7,7,6,6,6,6,5,7,5,6,4,5,5,2,2,3,2,1,1,50,70,-0.645772343,-0.639959503,68.8,40,25,0,100,0,41.7,80,100,100,55.6
1265,74539,5/1/2017 15:38,5/1/2017 15:38,Spr17,5,7,6,7,5,6,5,6,4,4,4,5,3,5,4,1,6,5,5,4,1,90,90,1.075582892,0.502259553,96.9,90,100,100,100,100,50,100,100,100,100
1266,69154,5/1/2017 22:27,5/1/2017 22:27,Spr17,6,5,6,5,4,6,5,4,5,5,4,5,3,2,3,2,2,2,4,3,1,60,30,-0.645772343,-1.49919636,87.5,40,41.7,0,100,0,25,60,66.7,100,0
1267,71044,5/1/2017 22:55,5/1/2017 22:55,Fall18,5,3,6,5,5,6,2,5,3,7,7,7,2,1,4,2,3,5,3,1,1,65,90,-0.645772343,-0.639959503,31.2,0,25,0,33.3,0,33.3,40,91.7,0,0
1270,74770,5/3/2017 5:05,5/3/2017 17:48,Spr17,3,5,4,6,4,6,5,3,2,5,3,6,4,3,4,2,2,2,2,2,1,70,75,0.498928888,-0.784023167,81.2,20,100,0,66.7,11.1,41.7,60,100,100,22.2
1271,74863,5/3/2017 17:42,5/3/2017 17:42,Spr17,2,2,7,2,4,6,2,4,1,6,5,7,3,3,3,2,2,7,3,3,0,80,60,-0.073421728,0.07521369,84.4,70,33.3,0,100,0,33.3,90,91.7,100,55.6
1272,74725,5/5/2017 2:29,5/12/2017 22:05,Spr17,7,7,7,7,7,7,7,7,7,5,6,6,3,5,5,1,3,2,5,4,1,45,75,-0.645772343,-0.928086832,93.8,10,91.7,100,100,0,33.3,0,91.7,100,0
1273,74335,5/5/2017 18:32,5/5/2017 18:32,Spr17,6,4,5,4,2,6,4,3,4,6,4,5,3,1,4,2,2,2,2,1,1,75,50,-0.361748729,-0.356977304,84.4,50,25,0,100,0,25,70,91.7,100,0
1275,74698,5/6/2017 22:36,5/6/2017 22:36,Spr17,5,7,4,7,5,7,5,6,5,6,4,6,5,2,4,2,6,5,5,1,1,60,70,-1.506449961,-0.068849975,59.4,30,25,100,100,0,33.3,70,75,100,0
1276,74473,5/7/2017 1:37,5/7/2017 1:37,Spr17,5,6,5,4,4,5,3,4,5,5,4,4,5,3,3,1,5,5,2,2,0,70,80,0.498928888,1.932605937,87.5,90,91.7,33.3,100,100,58.3,70,100,66.7,77.8
1277,69517,5/7/2017 18:33,5/7/2017 18:33,Spr17,5,7,4,4,3,4,2,5,4,6,7,7,5,3,3,2,2,5,4,1,0,40,70,-0.645772343,-1.21106903,100,50,100,0,100,11.1,25,60,100,100,0
1278,74710,5/7/2017 21:37,5/7/2017 21:37,Spr17,1,4,5,7,5,7,4,7,1,6,4,6,5,3,4,1,6,5,4,1,0,50,70,-1.506449961,-1.355132695,84.4,0,25,0,0,0,25,0,41.7,0,0
1279,74719,5/9/2017 0:56,5/9/2017 0:56,Spr17,6,4,2,7,3,7,5,4,4,7,6,6,3,1,5,2,2,3,4,7,1,85,65,0.498928888,-0.639959503,90.6,60,83.3,33.3,100,11.1,33.3,90,91.7,100,100
1281,74533,5/9/2017 22:08,5/9/2017 22:08,Spr17,6,6,6,7,3,6,2,6,6,6,6,6,4,2,5,2,1,1,4,1,0,85,95,1.359606506,0.929305416,100,80,41.7,0,100,22.2,16.7,90,100,100,88.9
1282,74650,5/9/2017 22:44,5/11/2017 4:12,Spr17,4,4,7,4,3,5,5,4,2,6,3,5,3,3,4,2,3,3,3,7,1,60,45,-0.073421728,-0.495895838,90.6,80,100,100,100,22.2,33.3,90,100,100,11.1
1283,74326,5/10/2017 2:29,6/1/2017 17:21,Spr17,1,6,7,4,4,7,5,5,3,6,4,7,5,3,5,2,5,5,5,8,0,55,80,-0.645772343,-1.49919636,93.8,0,33.3,100,100,0,33.3,0,66.7,100,0
1288,74893,5/11/2017 21:19,5/11/2017 21:19,Spr17,5,6,6,6,6,3,6,6,2,6,5,5,4,3,4,2,1,2,2,3,1,60,55,-0.645772343,-1.067005366,68.8,0,25,0,100,11.1,25,0,58.3,0,0
1289,74392,5/15/2017 22:40,5/15/2017 22:40,Spr17,7,4,5,7,1,7,2,6,1,6,5,7,5,5,2,2,5,2,4,4,0,80,95,1.359606506,-0.639959503,100,100,100,100,100,77.8,100,100,100,100,100
1291,74584,5/19/2017 8:25,5/20/2017 4:49,Spr17,5,5,6,5,6,5,5,5,5,6,4,5,5,5,3,2,3,4,3,4,0,60,75,0.214905274,1.36149641,93.8,80,41.7,100,100,22.2,25,80,100,100,66.7
1292,74836,5/21/2017 4:38,5/21/2017 4:38,Spr17,4,6,6,5,6,6,3,6,3,7,6,6,3,2,5,1,7,2,4,2,1,75,60,0.498928888,1.932605937,96.9,20,91.7,100,100,55.6,58.3,70,100,100,100
1293,74605,5/22/2017 22:15,5/22/2017 22:15,Spr17,2,3,6,4,4,5,5,3,1,3,3,3,5,2,5,2,6,5,5,3,1,60,55,-1.222426347,0.929305416,84.4,50,58.3,0,100,33.3,25,80,91.7,0,22.2
1294,67669,5/22/2017 23:14,5/23/2017 0:19,Spr17,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,2,1,1,3,4,0,65,55,-1.506449961,-0.068849975,96.9,60,66.7,0,0,0,25,20,83.3,0,0
1295,74365,5/23/2017 4:39,5/23/2017 4:39,Spr17,3,5,7,5,6,6,5,5,4,5,4,5,2,1,2,2,5,5,3,1,0,90,80,-0.073421728,-0.928086832,100,90,100,100,100,22.2,25,80,100,100,33.3
1296,74572,5/23/2017 16:16,5/23/2017 16:51,Spr17,5,5,5,5,3,6,5,5,4,3,4,4,2,2,3,1,3,4,2,1,1,55,65,-0.073421728,-0.21291364,87.5,10,58.3,0,33.3,0,16.7,60,100,0,0
1298,74677,5/24/2017 19:46,5/24/2017 19:46,Winter18,7,7,7,5,7,7,1,7,7,5,5,5,5,5,3,2,4,4,4,9,0,65,55,-1.506449961,-1.643260024,81.2,40,50,0,0,0,16.7,40,100,0,0
