id_code,user,chairparts,spatialrel,diagrams,math1,math2,math3,math4,math5,math6,math7,math8,math9,math10,math11,math14,math15,math16,howmanymath,mathposthigh,ratereading,FathEd,MothEd,Income,class,gender,comfyspkreadeng,Ethnic
52069,1669,7,7,7,5,3,7,5,5,6,7,4,2,2,N/A,"1, 2, 5",Statistics 2014,N/A,3,2,5,1,1,4,2,2,1,4
55549,#N/A,1,1,1,3,5,7,2,6,6,2,5,2,2,Statistic 2017,"1, 2, 5",Statistics 2017; Algebra 2016; Geometry 2006,n/a,4,3,4,2,1,1,3,1,1,3
55873,1751,5,5,4,3,5,6,4,6,6,5,4,3,1,Algebra,1,[Decline to Answer],[Decline to Answer],3,4,3,4,3,5,4,2,1,3
56668,1642,5,4,5,6,6,4,4,3,6,4,4,5,2,Statistics,"1, 2, 3, 4, 5","Statistics, 2017",N/A,4,2,3,6,6,11,5,2,1,4
57598,#N/A,6,6,6,2,6,7,2,6,6,5,5,1,1,statistic,"1, 5",statistics 2017,[Decline to Answer],3,4,3,5,5,5,2,1,1,4
57670,#N/A,6,6,7,5,6,5,6,5,7,7,4,3,2,Calculus,"1, 2, 3, 4","Algebra 2008, Geometry 2009, Pre-Calc 2011, 2014, Calculus 2012, 2013",[Decline to Answer],4,5,5,7,3,7,2,2,1,7
57964,1848,6,5,6,6,6,4,6,6,4,5,6,6,2,stats,"1, 2, 3, 4, 5",[Decline to Answer],[Decline to Answer],5,2,5,2,2,7,2,2,1,3
58756,#N/A,6,6,6,5,6,7,6,5,7,3,3,1,1,Math For Health Occupations,"1, 6",Algebra in 1972,Basic College Math in 1975,2,1,4,2,2,2,2,2,1,1
60427,1523,6,5,5,3,7,7,4,6,6,5,5,2,2,statistics,"1, 2, 3",Statistics 2014,[Decline to Answer],4,1,4,4,3,6,4,2,1,4
60613,1681,7,7,7,4,4,4,5,4,6,3,5,4,2,none,"1, 2, 3, 4, 5",[Decline to Answer],[Decline to Answer],4,4,3,1,2,2,1,1,1,8
64237,1694,5,2,5,5,6,6,7,6,3,3,5,5,2,calculus,"1, 2, 3, 4, 5",Calculus in 2014,[Decline to Answer],4,2,3,5,6,11,5,2,1,4
65449,#N/A,6,5,5,6,6,7,4,6,5,4,5,5,2,Intermediate Algebra,1,2016,[Decline to Answer],3,1,5,5,5,11,4,2,1,1
66190,1764,6,6,5,4,6,6,5,4,6,4,5,3,2,210,1,[Decline to Answer],[Decline to Answer],3,5,5,1,1,3,3,2,1,3
66439,#N/A,6,6,5,3,5,6,4,5,6,5,5,3,2,n/a,"1, 2, 5",stats 2017,[Decline to Answer],3,3,3,3,2,5,2,2,1,3
67324,1606,5,4,5,5,5,5,3,2,6,2,2,2,2,AP statistics,"1, 2, 3, 5",Statistics 2007,[Decline to Answer],4,1,5,5,4,8,5,2,1,4
67408,198,5,6,7,6,6,7,3,6,7,7,5,4,2,Statistics,"1, 2, 3, 5",Statistics in 2016,[Decline to Answer],4,2,5,1,2,2,2,1,1,4
67717,1885,3,4,6,5,6,6,5,4,7,5,5,3,1,Micro Economics and last quarter i took intermediate Algebra,1,"Algebra 2, summer quarter",[Decline to Answer],3,5,3,2,3,8,2,2,1,3
67915,2206,3,5,5,5,4,5,4,4,5,2,5,3,2,Statistics,"1, 2, 5","Algebra 2010, Geometry 2012, Statistics 2015",[Decline to Answer],4,1,3,3,1,5,2,2,1,3
68257,321,5,6,6,6,6,6,4,6,6,6,5,6,2,Alg,"1, 2",Alg 2010,[Decline to Answer],1,1,4,1,5,3,2,2,1,7
68305,1719,6,3,4,1,6,7,3,2,6,6,3,2,2,algebra,"1, 6",[Decline to Answer],[Decline to Answer],2,2,4,1,1,3,4,1,1,4
68629,#N/A,6,5,7,4,6,6,7,3,6,4,6,2,1,Intermediate Algebra,"1, 2, 5",[Decline to Answer],[Decline to Answer],5,3,5,5,5,11,4,2,1,4
69025,941,5,5,2,1,5,5,5,5,4,4,4,2,1,intermediate Algebra,"1, 2",[Decline to Answer],[Decline to Answer],4,4,4,1,1,11,4,2,1,3
69172,1320,6,5,5,2,3,6,7,6,6,1,5,1,2,Statistics,5,Statistics- 2015,[Decline to Answer],4,1,4,2,3,4,3,2,1,7
69202,1807,6,6,5,2,2,1,7,7,7,6,4,2,2,statistics,"1, 2, 3, 5",[Decline to Answer],[Decline to Answer],4,2,4,3,2,8,4,1,1,4
69607,643,5,4,6,4,5,6,5,6,7,2,4,2,2,Statistics,"1, 2, 5","Algebra in 2013, Geometry in 2014",[Decline to Answer],3,4,4,3,1,8,4,2,1,3
70210,296,7,5,5,2,5,5,5,5,6,5,5,4,1,Calculus AB,"1, 2, 3, 4","Algebra I in 2013, Geometry in 2014, Algebra II in 2015, Pre-Calculus/Trigonometry in 2016, Calculus in 2017",N/A,4,1,5,5,5,12,5,1,1,4
70216,#N/A,4,6,5,4,6,7,5,4,7,5,5,4,2,Elementary Statistics,"1, 2, 5","Algebra 2011, Geometry 2012, Statistics 2015",[Decline to Answer],3,3,5,4,1,11,5,2,1,4
70339,1651,6,6,6,6,6,2,4,5,6,6,2,6,2,Statistics,"1, 2, 3, 5","Algebra in 2010, Geometry in 2011, Pre-Calculus in 2013, Statistics in 2016",[Decline to Answer],4,2,3,2,1,6,3,2,1,3
70459,236,6,5,5,6,5,6,3,3,5,5,6,5,2,calculus,"1, 2, 3, 4, 5",[Decline to Answer],[Decline to Answer],4,5,5,5,3,3,2,2,1,4
70558,413,5,6,6,2,6,6,5,7,6,5,6,5,1,calculus 2,"1, 2, 3, 4, 5",calculus 2 - present,[Decline to Answer],5,5,4,1,1,3,1,2,1,4
70615,883,2,2,5,1,6,5,7,3,6,2,6,2,2,Statistics in the 70s at UCR,6,Statistics in the 70s,Statistics in the 70s,3,1,5,5,5,14,3,2,1,4
70978,796,4,4,5,3,5,5,7,4,7,2,4,4,2,Algebra,"1, 2, 5, 6",[Decline to Answer],[Decline to Answer],5,1,5,5,6,9,3,2,1,9
71155,551,5,4,6,5,7,6,7,5,6,5,5,4,2,Statistics,"1, 2, 5",Statistics 2016,N/A,4,1,3,7,3,1,1,2,1,1
71353,781,7,5,5,1,6,7,4,6,6,3,4,2,2,NA,6,[Decline to Answer],[Decline to Answer],3,1,4,7,3,4,4,2,1,3
71404,#N/A,5,5,6,2,5,6,5,6,7,7,2,1,2,N/A I have not taken any math classes since high school.,"1, 2, 3, 5","Algebra in 2012, Geometry in 2013, Trigonometry in 2014, Statistics in 2016.",N/A,4,1,5,6,5,13,5,2,1,4
71407,602,7,6,7,6,6,7,3,2,7,2,5,3,2,AP Statistics,"1, 2, 3, 5","Algebra  in 2010 and 2012, Geometry in 2011, Pre-Calculus in 2013, Statistics in 2014",[Decline to Answer],3,1,5,7,5,5,3,2,1,7
71413,586,5,5,6,5,7,7,6,6,6,3,4,2,2,Stats,5,2016,[Decline to Answer],4,1,4,5,5,11,5,2,1,1
71506,490,6,5,6,6,6,6,5,3,6,6,5,3,2,NA,"1, 2",2017,NA,3,2,5,2,3,3,4,2,1,7
71545,#N/A,7,7,6,1,6,7,6,3,6,7,5,1,2,Pre Algebra,1,Pre Algebra 2014,2014,2,2,3,2,2,4,1,2,1,3
71614,442,2,3,1,1,4,7,4,6,4,1,5,1,2,Algebra,1,[Decline to Answer],[Decline to Answer],5,1,3,7,1,1,1,2,1,3
71629,844,6,5,6,6,6,5,7,3,6,3,5,5,2,Statistics,"1, 2, 3, 5","Algebra in 2012-13, Geometry in 2013-14, Algebra/Trigonometry in 2014-15, Pre-Calculus in 2015-16, and Statistics in 2016-17.",[Decline to Answer],4,1,3,6,3,11,5,2,1,1
71683,499,2,2,6,3,6,5,6,5,6,4,4,3,2,Elementary Statistics,"1, 2, 3, 5","Geometry in 2013, Algebra in 2014, Pre-calculus/Trigonometry in 2015, Statistics in 2016",[Decline to Answer],3,1,3,5,3,5,4,2,1,4
71722,#N/A,5,4,5,2,5,6,4,6,5,4,4,2,2,Intermediate Algebra (GE Required Math class),"1, 2",Intermediate Algebra 1989,[Decline to Answer],4,1,5,2,2,11,4,2,1,1
71830,684,6,2,6,4,5,6,5,6,6,4,6,2,2,n/A,1,Algebra 2014,N/A,3,1,5,3,2,3,1,3,1,1
71884,556,5,4,6,4,4,7,3,6,5,5,6,5,2,n/a,5,[Decline to Answer],[Decline to Answer],5,5,3,1,1,2,4,1,1,4
71920,515,1,3,4,1,4,6,1,5,7,6,5,2,2,Statistics but I dropped out rather early,"1, 2, 3, 5",Statistics in 2017 but Pre-Calculus was a class I attended throughout the semester in 2016,[Decline to Answer],4,2,3,2,2,9,4,2,1,3
72118,2159,6,4,4,2,6,6,6,5,7,6,4,1,2,Intermediate Algebra,1,Algebra in 2016,n/a,4,4,3,1,3,5,2,2,1,4
72133,2644,3,6,4,2,6,5,7,5,6,6,4,4,1,statistics,"1, 2, 5","statistics 2017, geometry 2016, algebra 2015",[Decline to Answer],4,3,4,2,2,7,3,2,1,3
72163,570,6,3,5,6,5,6,4,3,6,5,5,4,2,MATH 10,5,STATICS 2016,[Decline to Answer],1,3,3,4,4,1,2,2,1,4
72340,#N/A,6,4,5,5,4,2,3,2,5,4,5,5,2,Elementary Statistics,"1, 2, 3, 5","Algebra in 2012 and 2013, Geometry in 2013 and 2014, Pre-Calculus in 2014 and 2015, and Statistics in 2016",n/a,4,2,3,5,5,12,5,2,1,1
72364,#N/A,6,4,5,4,6,5,6,4,7,3,5,5,2,Math 235,"1, 2, 3",Pre-calulus in 2014,[Decline to Answer],4,1,3,7,7,3,2,2,1,4
72433,450,2,3,5,3,6,5,4,3,5,5,5,2,2,Most recent was Intermediate Algebra,"1, 2",[Decline to Answer],[Decline to Answer],2,2,5,6,4,11,5,1,1,1
72451,644,1,4,7,1,4,7,4,5,6,2,4,2,2,Statistics,"1, 3, 5",Algebra 2015 precalculus 2016 stats 2016/2017,[Decline to Answer],3,3,3,1,3,5,2,2,1,3
72625,802,7,7,7,6,7,6,7,6,7,5,7,5,1,"Probability theory (currently), introductory and upper division statistics courses, calculus 1-4, linear algebra, methods of proof, algebra, geometry, trigonometry","1, 2, 3, 4, 5, 6","Algebra and Geometry around 2010, Pre-calculus / Trig in 2013, Calculus in 2015, Statistics in 2017",Methods of proof in 2016,5,5,5,5,4,11,5,2,1,7
72649,894,6,6,6,7,6,3,6,5,6,2,7,7,2,vector calculus,"1, 2, 3, 4, 5",algebra in 2005; geometry in 2006; pre-calculus/trigonometry in 2007; calculus in 2011; statistics in 2016,[Decline to Answer],4,4,5,6,2,12,5,3,1,1
72652,877,6,5,5,6,6,6,6,6,7,3,5,6,1,Statistics,"1, 2, 3, 5",[Decline to Answer],[Decline to Answer],4,2,5,5,4,12,5,2,1,3
72676,891,5,6,4,6,6,6,1,5,6,1,5,5,2,statistics math 10,"1, 2",2015 Algebra; 1993 Geometry,[Decline to Answer],4,3,5,3,2,9,4,1,1,7
72700,1007,6,3,6,5,4,4,2,4,6,2,7,4,2,Calculus (Math 1B),"1, 2, 3, 4, 5",[Decline to Answer],[Decline to Answer],4,5,5,3,6,8,3,2,1,1
73024,968,7,5,6,2,5,2,6,6,6,6,5,1,2,Most recent math course: statistics,"1, 2, 3, 5","Algebra: 2011-12, Geometry: 2012-13, Pre-Calculus: 2014, 2016,2017, Statistics: 2017",[Decline to Answer],2,5,5,4,6,11,5,2,1,1
73255,873,6,5,5,2,5,5,5,5,6,2,3,2,2,N/A,"1, 2",Algebra in 2004; Geometry 2005 (in high school),N/A,2,1,5,7,3,5,2,2,1,1
73261,1030,5,5,5,3,5,5,4,4,5,4,5,4,2,Statistics for the social sciences,"3, 5",[Decline to Answer],[Decline to Answer],2,2,5,2,3,5,3,1,1,3
73273,#N/A,4,4,3,4,4,5,6,5,6,5,4,3,2,Math for Elementary Teachers,"1, 2, 3","Algebra in 2009, Geometry in 2010, Pre-Calculus in 2012",[Decline to Answer],3,1,4,1,1,5,4,2,1,3
73282,#N/A,3,3,4,3,4,7,3,5,5,2,3,1,2,Calculas,"1, 2, 3, 4, 5",1989,[Decline to Answer],2,5,5,6,3,14,4,1,1,1
73318,876,7,5,4,7,7,5,4,4,7,3,4,7,2,stats,"1, 2, 3, 5",2013,[Decline to Answer],5,4,4,2,2,8,3,2,1,3
73417,2231,5,5,6,5,6,5,3,5,6,5,4,3,1,Math 12-Calculus for business and economics,"1, 3, 4, 5","Algebra-2016, Statistics-2016, Pre-Calculus-2017, Calculus-2017",[Decline to Answer],1,5,5,1,1,14,1,2,1,7
73444,1192,6,6,6,5,5,6,6,5,6,5,6,5,2,Stats,"1, 2, 3, 4, 5",Stats in 2016,[Decline to Answer],4,2,5,7,5,4,3,1,1,4
73477,927,4,2,3,2,4,6,2,5,5,2,4,2,2,N/A,6,N/A,1990s,2,1,2,2,2,11,4,2,1,4
73612,1133,6,5,5,5,6,7,5,6,6,5,6,5,2,statistics,"1, 5","Intermed Algebra in 2015, Statistics in 2015",n/a,3,5,2,1,1,1,2,2,0,4
73645,1095,2,7,5,5,5,6,7,6,7,7,6,5,2,None,1,[Decline to Answer],[Decline to Answer],4,1,4,1,2,6,3,2,1,3
73672,1661,4,3,6,5,6,6,6,5,5,4,4,3,2,Statistics,"1, 2, 3, 5",Statistics 2012,[Decline to Answer],3,2,4,4,4,4,3,2,1,1
73687,1090,5,5,6,6,6,6,5,6,6,6,6,6,2,intermediate algebra,"1, 2, 3, 4",[Decline to Answer],[Decline to Answer],2,3,4,4,4,14,5,2,1,4
73720,#N/A,2,2,5,2,5,6,5,6,7,6,3,1,1,Elementary Algebra,"1, 2","Geometry 2011, Algebra 2017",[Decline to Answer],2,2,4,3,3,3,2,2,1,7
73762,993,6,6,6,3,6,7,2,2,7,2,2,2,2,Math C,1,Algebra 2015,N/A,5,5,4,2,1,1,4,2,1,4
73801,1150,5,3,5,2,5,5,4,5,6,3,5,2,2,Elementry Algebra,1,algebra in 2016,[Decline to Answer],4,1,2,3,4,7,3,2,1,1
73882,1091,2,5,6,4,5,6,6,5,7,6,3,2,2,ALGEBRA 2,"1, 2",2014 ALGEBRA2 2011 GEOMETRY,[Decline to Answer],2,2,5,2,1,7,2,2,1,7
73957,#N/A,7,6,6,5,4,5,5,5,6,6,6,2,1,Math 903,1,Algebra in 2017,[Decline to Answer],3,1,5,2,5,5,3,2,1,2
73963,1533,4,5,5,2,4,6,3,5,6,4,3,2,2,Psychological Statistics,5,2006,[Decline to Answer],1,1,5,7,3,14,2,1,1,7
74161,1703,7,7,7,2,7,7,7,5,5,3,2,6,2,N/A,4,Calculus in 1996,[Decline to Answer],5,5,3,2,1,5,3,1,1,2
74173,1842,6,5,7,5,4,5,7,3,7,4,6,4,2,statistics,"1, 2, 3, 4, 5, 6","Calculus-2011, statistics-2017, pre-calc-2008, algebra-2006, geometry-2007",Discrete Mathematics-2013,4,5,5,5,5,10,5,2,1,7
74245,1332,5,5,6,1,2,6,1,5,5,5,5,1,2,N/A,"1, 2, 3, 5",Statistics 2016,[Decline to Answer],4,2,5,3,2,8,4,2,1,4
74296,1302,7,6,6,6,6,3,6,2,6,2,4,5,2,Elementary Statistics,"1, 2, 3, 4, 5","Algebra 2014, geometry 2013, pre-calculus/trig 2015, calculus 2016, statistics 2017",[Decline to Answer],4,3,4,6,5,11,5,2,1,3
74479,1230,6,6,6,6,5,6,5,5,5,6,5,4,1,MATH 1A,"3, 4, 5","triginometry in 2016, statistics and calculus in 2017",[Decline to Answer],3,3,2,6,6,3,5,1,1,4
74482,#N/A,6,6,6,3,6,7,7,6,6,6,6,2,2,no pre calc,"1, 2, 3",2016,pr calc,4,3,4,2,3,2,2,1,1,4
74554,1377,6,6,7,5,6,6,6,4,6,6,5,3,2,N/A,"1, 2, 3, 5",[Decline to Answer],N/A,4,1,5,3,5,6,4,1,1,7
74614,2105,6,6,6,3,3,5,6,5,4,3,5,2,1,Statistics for Behavioral Sciences,"1, 2, 3, 5","Algebra 2011, Geometry 2012, Pre-Calculus 2013, Statistics 2017",[Decline to Answer],3,2,5,5,6,13,5,2,1,7
74620,1259,6,6,6,6,6,6,6,6,6,6,6,6,1,statistics,"1, 2, 5",statistics 2017,[Decline to Answer],3,1,5,5,4,11,5,2,1,4
74647,#N/A,6,6,6,6,6,4,2,2,6,4,5,5,2,STATISTICS,"1, 2, 3, 5","ALGEBRA 2011, GEOMETRY 2009, PRECALC 2012, STATS 2013",N/A,4,1,5,2,3,6,2,2,1,3
74665,#N/A,5,4,7,5,6,6,7,3,7,5,4,1,2,Elementary Statistics,"1, 2, 3, 5",2017,[Decline to Answer],3,3,5,5,1,10,4,2,1,4
74794,1865,5,6,7,5,6,6,4,5,6,6,4,5,2,Elementary Stats,"1, 2, 3, 5","algebra in 2012, geometry in 2013, pre-cal in 2015, statistics in 2017",[Decline to Answer],3,2,4,7,1,4,3,2,1,3
74830,#N/A,5,5,7,5,6,5,6,6,5,3,3,2,2,Statistics,"1, 2, 3, 5","Statistics in 2016,  Trigonometry in 2014, Pre-Calc in 2014, Algebra in 2012",[Decline to Answer],4,4,5,6,5,11,5,1,1,1
74839,1305,6,6,6,6,6,3,3,3,4,6,5,6,2,Stats,"1, 2, 3, 4, 5","algebra 2010, geometry 2011, algebra 2 2012, per-calc 2013, Calculus 2014, Stats 2016",N/A,4,1,4,7,2,3,1,2,1,3
74866,2261,6,6,7,5,4,6,6,6,6,6,6,4,2,Statistics,"1, 2, 5","Algebra in 2010, Geometry in 2008, Statistics in 2012",[Decline to Answer],2,3,5,6,5,12,5,2,1,7
74875,#N/A,6,5,6,6,6,6,4,4,5,6,4,4,1,statistics,"1, 2, 3, 5",[Decline to Answer],[Decline to Answer],5,4,5,3,2,8,4,1,1,3
74878,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,2,no,1,[Decline to Answer],[Decline to Answer],4,4,3,7,7,4,1,1,0,1
75040,1347,5,3,6,5,6,6,3,6,5,5,6,5,2,calculus,"1, 4",[Decline to Answer],[Decline to Answer],3,4,3,5,5,10,4,1,1,4
75079,1416,5,5,6,6,7,1,7,1,7,2,6,6,2,Calculus,"1, 2, 3, 4",[Decline to Answer],[Decline to Answer],4,2,4,5,1,7,4,1,1,4
75106,1645,6,5,6,6,6,5,3,5,6,5,4,7,1,Math 903,1,Algebra in 2017,[Decline to Answer],3,1,4,2,1,14,2,2,1,3
75160,1422,6,5,5,5,5,5,5,5,6,3,4,5,2,no,"1, 3",[Decline to Answer],2010,2,4,4,5,4,1,4,2,1,4
75265,1754,3,5,3,1,4,7,1,5,6,6,4,1,1,algebra 1,"1, 2",2017,[Decline to Answer],3,3,3,2,1,10,3,2,1,3
75388,1813,5,5,6,5,5,7,4,4,6,4,5,4,2,Statistics,"3, 4, 5","Alegbra 2006, Pre-Calculus 2007, Calculus 2010, Statistics 2013",[Decline to Answer],4,1,3,7,7,9,3,1,1,4
75610,1467,7,5,7,6,6,6,5,6,6,5,6,6,2,Accounting,1,Accounting in 2014,n/a,3,1,3,3,3,7,2,2,1,1
75631,1463,4,4,4,2,5,6,2,6,6,4,4,2,2,Statistics,"1, 2, 3, 5",2011,[Decline to Answer],4,2,5,4,3,14,5,2,1,7
75670,1597,5,5,5,3,3,6,3,5,6,3,3,3,2,Elementary Statistics,"1, 5","algebra in 2016, statistics in 2017",[Decline to Answer],4,4,4,4,4,7,4,2,1,4
75712,1469,5,3,7,4,6,5,6,3,7,5,6,3,2,n/a,1,2017,n/a,4,3,4,1,1,4,2,2,1,3
75721,#N/A,6,6,7,6,6,6,2,5,6,6,5,5,2,calculus,"1, 2, 3, 4, 5",Calculus 2015,[Decline to Answer],5,1,4,2,6,4,1,2,1,4
75877,1867,6,7,7,1,2,7,3,5,6,1,3,1,2,no,6,[Decline to Answer],[Decline to Answer],2,1,5,4,3,14,3,2,1,7
75919,1613,6,4,6,5,4,6,7,6,5,6,2,2,2,Elementary Statistics,"1, 2, 3, 5",2004,[Decline to Answer],5,2,4,3,1,5,2,2,1,3
75964,1741,7,5,7,6,7,6,5,6,7,5,4,4,1,Calculus 1A,"1, 2, 3, 4","Algebra 2014, Geometry 2015, Pre-Calculus 2016, Calculus 2017",[Decline to Answer],4,1,5,5,5,6,3,1,1,6
75967,#N/A,4,4,4,4,4,7,5,6,6,4,5,4,1,math 903,"1, 2, 5",stats 2016 algebra 2017 geometry 2015,[Decline to Answer],4,1,5,5,5,9,5,1,1,8
75973,#N/A,5,5,5,5,6,6,6,3,5,2,6,5,2,Elementary Algebra I,1,2016,[Decline to Answer],3,3,4,4,4,2,5,2,1,1
75982,1705,4,4,5,3,6,6,5,4,6,4,4,3,2,na,1,2017,[Decline to Answer],3,2,5,3,3,12,4,2,1,3
75991,1657,6,6,7,6,7,5,7,5,7,1,7,6,1,Math 1A,"1, 2, 3, 4, 5","Statistics in 2017, Calculus in 2017",[Decline to Answer],4,2,5,6,6,11,5,2,1,4
76009,#N/A,5,5,5,3,3,4,3,4,4,4,5,3,2,statistics,"1, 2, 5",algebra 2005,[Decline to Answer],5,3,5,1,1,7,3,2,1,4
76012,#N/A,6,6,6,6,5,6,4,5,6,3,4,3,2,algebra,"1, 2",algebra 2013,n/a,4,1,4,7,3,14,3,2,1,3
76015,#N/A,5,6,5,4,5,6,3,4,6,3,5,4,2,geometry,2,2014 Geometry,2014 Geometry,1,1,3,5,5,5,2,1,1,4
76018,2086,6,6,6,6,5,3,2,2,3,5,3,6,1,Statistics,"1, 2, 3, 5, 6","Algebra in 2012, Geometry in 2013, Pre-Calculus in 2015, Statistics in 2017",Algebra 2 in 2014,3,1,4,5,4,11,4,2,1,4
76021,1875,5,5,6,3,5,6,4,5,4,5,4,5,2,none,6,[Decline to Answer],[Decline to Answer],1,1,5,5,7,2,4,2,1,4
76024,1709,6,6,6,5,5,6,7,4,7,4,5,3,2,"College Mathematics (Logic, Venn Diagrams)","1, 2, 6",College Mathematics - 2013,College Mathematics - 2013,3,4,5,6,3,9,4,2,1,1
76027,#N/A,5,6,6,3,5,6,5,5,3,3,5,2,2,Statistics,"1, 2, 3, 5","Algebra in 2008, Geometry in 2009, Pre-Calculus in 2011, Statistics in 2013",N/A,3,1,5,6,2,8,2,1,1,4
76030,#N/A,6,6,7,6,6,6,6,6,6,6,6,6,1,pre-alegbra,1,[Decline to Answer],[Decline to Answer],4,4,3,2,2,5,3,1,1,3
76033,1668,6,6,6,6,6,6,5,6,6,6,6,6,2,Statistics,"1, 5, 6",Statistic 2016,Math 125 - 2014,5,5,4,4,2,4,2,1,1,3
76036,#N/A,6,5,5,5,5,6,6,5,6,4,3,4,1,Statistics,"1, 2, 3, 4, 5",2017,[Decline to Answer],4,4,4,3,2,8,4,1,1,3
76039,1886,5,5,5,4,4,7,3,3,7,3,4,4,1,Math for Health Occupations,"1, 5",Statistics in 2015,[Decline to Answer],4,2,3,5,5,5,3,2,1,4
76042,1628,5,6,5,1,4,7,5,5,6,4,3,1,2,Statistics,5,2014,[Decline to Answer],3,2,4,6,2,8,6,2,1,1
76045,1653,7,6,6,2,5,7,4,5,6,4,3,1,2,Chemistry in 2002,"1, 2, 6","Algebra in 1999,  Geometry in 2001",Chemistry in 2002,4,1,4,5,6,12,5,2,1,1
76048,1686,2,3,6,5,4,5,7,5,7,5,5,3,2,Calculus,"1, 2, 3, 4, 5",Calculus 2013,[Decline to Answer],4,2,3,2,6,11,5,2,1,1
76051,#N/A,5,5,7,2,5,7,6,6,7,7,2,1,2,Advanced Placement Statistics,"1, 2, 3, 5","Algebra in 2011, Geometry in 2012, Pre-Calculus in 2014, Statistics in 2015",[Decline to Answer],4,1,5,2,2,11,3,2,1,7
76054,1772,5,5,5,5,6,6,5,5,6,5,4,3,2,Statistics,"1, 2, 3, 5","Algebra in 2012, Geometry in 2013, Pre-Cal/Trig in 2015, Stats in 2017",[Decline to Answer],4,2,3,4,4,6,3,2,1,3
76057,1676,5,5,5,6,6,5,5,5,7,6,6,3,2,Algebra 2,1,Algebra 2 2015,[Decline to Answer],4,5,3,5,5,7,4,2,1,6
76060,#N/A,7,5,6,2,7,7,4,7,7,6,7,5,1,Basic College Math,6,[Decline to Answer],[Decline to Answer],2,5,5,2,2,1,4,2,1,6
76063,1631,6,2,7,1,2,6,5,6,7,2,6,1,2,Algebra,1,[Decline to Answer],[Decline to Answer],4,1,5,1,2,7,4,2,1,1
76066,1640,6,5,7,5,7,6,6,5,6,5,5,5,2,Statistics,"1, 2, 3, 5",2013,[Decline to Answer],4,1,4,5,4,12,5,2,1,1
76069,1637,7,5,6,6,7,7,4,4,7,5,4,5,2,Statistics,"1, 2, 5",Statistics 2013,[Decline to Answer],3,2,3,1,2,4,2,1,1,4
76072,1647,5,4,4,2,2,5,3,4,6,5,5,4,2,math10,1,2015,[Decline to Answer],2,3,3,3,3,14,2,1,1,4
76078,1629,7,6,6,1,7,7,4,4,6,1,5,1,2,2007 pre algebra but withdrew from it- teacher didn't teach well so was not confident and didn't understand it.,1,2007 pre-algebra but didnt have good teacher and wasnt grasping it so I withdrew.,[Decline to Answer],2,1,5,4,2,9,4,2,1,3
76081,1701,6,6,6,5,6,6,7,5,7,5,6,4,1,Calculus,"1, 2, 3, 4, 5",Calculus in 2017,[Decline to Answer],4,2,5,2,6,8,5,2,1,7
76084,1630,5,5,5,6,6,6,5,6,6,3,6,5,2,AP Calculus AB,"1, 2, 3, 4",[Decline to Answer],[Decline to Answer],3,1,5,6,5,8,5,2,1,1
76087,#N/A,5,6,6,5,5,7,3,5,6,6,5,3,2,Intermediate Algebra,"1, 2, 3",[Decline to Answer],[Decline to Answer],4,3,4,2,3,7,2,2,1,4
76090,1744,6,6,6,7,6,5,7,4,6,2,6,6,1,AP Statistics at Cupertino High School,"1, 2, 3, 4, 5","Algebra II/Trig (2014-2015), Pre-Calculus Honors (2015-2016), AP Calculus AB (2016 - 2017), Intermediate Calculus 4A (2017), AP Statistics (2017-2018)",[Decline to Answer],4,1,5,6,6,12,4,2,1,9
76093,#N/A,4,2,5,5,6,5,4,4,7,5,4,4,2,algebra,"1, 2","Geometry in 2009, Algebra in 2017",[Decline to Answer],3,1,4,2,1,14,3,2,1,7
76096,1632,5,4,6,5,5,6,4,4,5,5,5,4,2,"Concepts in Mathematics, Probability and Statistics","1, 2, 3, 5",[Decline to Answer],[Decline to Answer],5,5,3,1,1,5,4,2,1,3
76099,#N/A,5,5,5,4,5,6,5,5,5,5,5,4,2,AP Statistic,"1, 2, 3, 5","Algebra 2013, geometry 2014, Pre-Calculus 2015, Trigonometry 2016, Statistic 2017",[Decline to Answer],4,5,3,2,5,3,1,2,1,4
76102,#N/A,5,3,7,1,7,4,5,5,7,2,4,1,1,math 902 pre algebra,"1, 2",Algebra 2013 Geometry 2014,[Decline to Answer],3,1,1,7,1,4,3,2,1,3
76105,1690,5,4,6,5,5,5,3,5,6,6,6,3,2,Statistics,"1, 2, 3, 5",Statistics in 2016,[Decline to Answer],4,3,5,7,1,3,2,2,1,4
76108,#N/A,6,6,6,6,6,6,6,5,3,3,5,2,2,Stats,"1, 2, 3, 4, 5",Stats in 2015,stats 2015,4,4,5,6,6,13,5,2,1,7
76111,1818,3,2,5,2,6,5,6,5,6,5,4,3,1,Calculus,"1, 2, 3, 4, 5","Algebra in 2012, Geometry in 2013, Pre-Calculus/Trigonometry in 2016, Calculus in 2017, Statistics in 2016",[Decline to Answer],4,5,3,1,2,5,2,2,1,4
76114,1633,3,3,2,6,5,6,7,2,6,5,4,6,2,college math,"5, 6",Statistics2016,[Decline to Answer],1,1,3,5,5,14,4,1,1,4
76117,1829,3,2,7,6,6,5,3,5,6,4,7,5,2,Linear Algebra,"1, 2, 3, 4, 5, 6","Algebra in 2008, Geometry in 2009, Pre-calculus/Trigonometry 2010-2011, Calculus in 2012-2013, Statistics in 2014",Linear Algebra in 2017,4,3,5,3,3,11,3,1,1,4
