user,FigureRotation,EmbeddedFigure,LetterSets,Vocab,AddSubtract,MarkXYI,MarkXYII,MarkThetaI,MarkThetaII,Right Triangle Trig I,Right Triangle Trig II,Right Triangle Trig III,Right Triangle Trig IV,Right Triangle Trig V,TrigIDs
1123,95,80,1.359606506,0.358195888,75,50,40,25,100,100,100,100,66.7,77.8,41.7
1125,45,40,-2.083103965,-1.49919636,75,50,0,25,33.3,0,0,0,0,0,16.7
1126,80,95,1.075582892,-0.784023167,75,60,70,33.3,100,0,100,0,22.2,22.2,33.3
1127,80,70,0.214905274,1.217432745,90.6,40,70,25,91.7,66.7,100,66.7,66.7,100,50
1128,95,80,1.075582892,-0.495895838,100,0,0,25,100,0,100,100,11.1,11.1,50
1129,60,65,-2.083103965,0.502259553,93.8,0,0,33.3,91.7,100,100,100,0,0,25
1130,75,70,-0.073421728,-0.068849975,71.9,60,70,25,91.7,100,100,100,100,77.8,33.3
1131,70,90,1.075582892,1.07336908,84.4,100,70,25,91.7,66.7,100,66.7,11.1,0,41.7
1132,70,55,-0.934099345,-0.928086832,93.8,50,50,25,100,100,0,100,0,0,25
1133,100,70,1.075582892,-0.356977304,100,90,80,25,100,0,100,100,0,0,50
1134,75,75,1.359606506,0.219277354,96.9,70,70,25,100,0,100,100,0,0,25
1135,90,85,-0.073421728,1.07336908,84.4,60,80,41.7,100,100,100,100,55.6,55.6,75
1136,90,70,1.075582892,-0.068849975,90.6,50,50,83.3,100,100,100,100,77.8,77.8,58.3
1137,50,50,-0.934099345,-0.784023167,84.4,0,0,25,75,0,0,0,0,0,33.3
1138,100,60,0.214905274,0.07521369,96.9,0,0,33.3,58.3,0,0,0,0,0,16.7
1139,70,75,-1.222426347,-0.784023167,90.6,10,0,66.7,100,0,100,0,0,11.1,41.7
1140,90,90,1.359606506,2.215588136,100,90,90,25,100,100,100,100,77.8,100,83.3
1141,60,50,0.78725589,-0.21291364,96.9,40,60,25,100,0,100,0,44.4,55.6,25
1142,40,40,-0.934099345,-0.784023167,75,10,20,25,83.3,0,33.3,0,0,0,58.3
1143,80,55,-0.361748729,0.646323217,90.6,90,100,100,91.7,0,33.3,0,0,0,41.7
1144,50,55,-1.794776963,-0.928086832,93.8,10,20,25,66.7,0,100,66.7,0,0,50
1145,90,95,0.214905274,-0.639959503,96.9,30,100,91.7,100,100,100,100,66.7,66.7,8.3
1146,95,55,0.214905274,0.07521369,90.6,0,40,50,75,0,0,0,0,0,33.3
1147,50,55,0.214905274,-0.639959503,90.6,20,60,25,91.7,0,100,0,0,0,8.3
1148,75,65,1.359606506,0.646323217,93.8,90,100,41.7,100,100,100,100,11.1,100,58.3
1149,70,55,-0.645772343,-0.784023167,34.4,0,0,25,100,0,0,0,0,0,41.7
1150,90,70,-0.073421728,-1.067005366,93.8,60,70,41.7,100,0,100,0,0,0,33.3
1151,70,60,-0.934099345,-0.639959503,59.4,0,0,25,66.7,33.3,100,100,0,0,41.7
1152,40,45,0.78725589,-1.355132695,90.6,50,60,66.7,91.7,0,100,66.7,0,11.1,25
1153,80,55,1.075582892,-0.21291364,87.5,70,90,25,100,0,100,100,11.1,22.2,25
1154,55,65,0.214905274,-0.928086832,34.4,50,60,91.7,100,0,100,100,0,0,33.3
1156,80,45,-1.222426347,-0.928086832,78.1,70,30,50,91.7,100,100,100,0,0,41.7
1157,75,60,-0.073421728,0.502259553,90.6,40,60,25,83.3,100,100,100,33.3,22.2,25
1158,80,30,-0.073421728,-0.356977304,96.9,50,60,75,100,66.7,100,100,0,11.1,50
1159,70,80,0.214905274,-0.928086832,87.5,20,90,33.3,100,33.3,100,100,0,22.2,75
1160,50,50,-2.083103965,-1.643260024,40.6,0,0,25,58.3,0,33.3,0,0,0,8.3
1161,85,80,-1.222426347,0.929305416,96.9,40,0,100,100,100,100,100,0,0,41.7
1162,45,35,0.498928888,-0.639959503,81.2,30,60,83.3,100,0,100,66.7,22.2,33.3,50
1163,55,40,0.498928888,0.929305416,87.5,30,50,25,100,0,33.3,0,11.1,55.6,16.7
1164,40,35,-0.934099345,-0.784023167,90.6,0,30,25,91.7,0,33.3,0,0,0,0
1165,60,65,0.78725589,-1.21106903,84.4,80,90,91.7,91.7,100,100,100,22.2,55.6,8.3
1166,40,40,-0.361748729,0.219277354,68.8,10,30,25,91.7,0,100,0,0,0,33.3
1167,75,75,0.214905274,1.07336908,90.6,80,80,100,91.7,100,100,100,88.9,55.6,41.7
1170,75,35,-0.934099345,-0.21291364,84.4,10,10,25,91.7,0,66.7,0,0,0,8.3
1171,95,80,0.498928888,1.217432745,84.4,90,100,91.7,100,0,0,0,0,0,41.7
1172,95,65,-0.645772343,-0.21291364,96.9,90,90,41.7,100,100,100,100,66.7,66.7,58.3
1173,75,35,0.214905274,-0.928086832,46.9,60,30,33.3,91.7,0,100,33.3,11.1,11.1,41.7
1174,70,50,-1.794776963,-0.495895838,65.6,40,20,83.3,91.7,100,100,100,11.1,11.1,41.7
1175,50,60,0.214905274,-0.068849975,87.5,50,70,91.7,100,0,0,0,0,0,8.3
1176,70,80,-1.506449961,-0.068849975,84.4,20,40,91.7,91.7,0,100,100,11.1,22.2,0
1177,75,55,-1.794776963,-1.49919636,90.6,10,80,50,100,0,100,0,0,0,16.7
1178,75,60,-1.506449961,-1.49919636,62.5,0,0,33.3,25,0,0,0,0,0,41.7
1179,65,55,-1.794776963,1.36149641,62.5,40,10,25,100,0,100,0,22.2,0,25
1180,100,80,1.075582892,0.07521369,96.9,90,90,100,100,100,100,100,66.7,77.8,50
1181,65,30,-1.222426347,-2.070305887,96.9,20,0,58.3,50,0,33.3,0,0,0,33.3
1182,75,80,-0.645772343,0.929305416,100,0,70,25,83.3,0,33.3,0,0,11.1,8.3
1183,65,60,0.214905274,1.644478608,90.6,20,100,25,100,100,100,100,11.1,11.1,25
1184,65,65,-0.073421728,0.358195888,96.9,70,40,25,100,0,66.7,0,0,0,50
1185,65,70,1.359606506,1.505560074,93.8,60,50,83.3,100,100,100,100,33.3,11.1,66.7
1186,95,80,-0.361748729,-1.21106903,87.5,80,80,91.7,100,100,100,100,100,100,91.7
1188,55,70,0.78725589,1.217432745,84.4,30,30,25,91.7,0,33.3,0,0,0,25
1189,85,65,-1.222426347,0.07521369,84.4,40,70,25,100,0,66.7,0,0,0,50
1191,50,60,-2.083103965,-1.643260024,0,0,0,33.3,25,0,0,0,0,0,33.3
1192,65,65,0.214905274,-1.21106903,75,10,10,83.3,91.7,0,0,33.3,0,0,16.7
1193,95,55,0.78725589,-0.639959503,96.9,70,10,66.7,83.3,0,100,33.3,0,0,58.3
1194,75,75,1.359606506,0.502259553,93.8,60,90,25,100,100,100,100,11.1,11.1,33.3
1195,85,65,-0.645772343,-1.067005366,96.9,60,70,100,100,100,100,100,55.6,55.6,25
1196,90,40,-0.934099345,-0.356977304,84.4,30,100,25,100,100,100,100,66.7,66.7,25
1198,50,40,-1.222426347,-0.068849975,84.4,20,30,91.7,100,0,33.3,0,0,0,41.7
1199,70,65,0.214905274,-0.928086832,84.4,40,30,100,100,0,0,100,0,0,25
1200,70,55,0.498928888,-0.639959503,78.1,100,70,100,91.7,100,100,100,33.3,100,41.7
1201,70,85,0.498928888,-0.495895838,90.6,40,90,100,100,100,100,100,0,0,50
1202,75,65,0.214905274,1.644478608,78.1,40,40,25,91.7,0,33.3,0,22.2,66.7,25
1203,60,70,0.498928888,0.07521369,93.8,20,10,25,100,33.3,100,33.3,0,0,25
1204,50,50,-2.367127578,-1.067005366,75,0,0,25,91.7,0,33.3,0,0,0,16.7
1205,55,60,-0.934099345,-0.068849975,93.8,30,20,33.3,100,0,100,0,11.1,0,16.7
1206,65,45,0.498928888,-0.21291364,59.4,0,0,66.7,100,0,100,0,11.1,0,50
1207,80,70,0.214905274,-0.495895838,93.8,20,70,25,100,0,0,0,0,0,50
1209,65,75,0.78725589,0.358195888,96.9,70,80,100,100,66.7,66.7,66.7,66.7,66.7,16.7
1210,55,45,-1.506449961,-1.355132695,90.6,0,20,25,58.3,0,33.3,0,0,0,25
1211,100,90,0.78725589,1.07336908,93.8,90,80,100,100,100,100,100,66.7,100,50
1212,90,80,0.214905274,-0.784023167,100,80,100,33.3,100,0,33.3,0,0,22.2,25
1213,80,80,0.214905274,2.076669602,96.9,50,30,91.7,100,66.7,100,100,22.2,11.1,50
1214,85,70,1.359606506,0.219277354,100,90,80,100,100,100,100,100,77.8,88.9,25
1215,70,75,0.214905274,-1.21106903,65.6,10,60,33.3,100,100,100,100,0,0,50
1216,90,55,1.075582892,-0.356977304,62.5,60,100,25,100,0,0,0,0,0,25
1217,70,70,-0.361748729,-1.067005366,93.8,80,100,91.7,100,0,33.3,0,33.3,44.4,8.3
1218,100,35,0.214905274,1.505560074,81.2,90,90,41.7,91.7,0,100,0,0,0,8.3
1219,70,80,0.214905274,-0.639959503,81.2,0,0,25,91.7,0,33.3,0,0,0,0
1220,65,70,-0.073421728,-0.356977304,71.9,40,90,25,100,0,33.3,0,0,0,8.3
1221,60,45,-0.645772343,-0.356977304,93.8,0,0,33.3,50,0,0,0,0,0,16.7
1223,90,60,-1.222426347,-1.355132695,71.9,0,0,25,100,0,66.7,0,0,0,41.7
1224,75,65,0.78725589,0.219277354,84.4,20,80,91.7,100,0,0,0,0,0,16.7
1225,30,60,-0.361748729,-0.356977304,90.6,30,40,100,100,100,66.7,100,11.1,11.1,41.7
1226,55,70,1.075582892,1.644478608,93.8,80,80,100,100,66.7,100,100,55.6,100,50
1227,95,45,-0.934099345,-0.356977304,87.5,70,100,91.7,100,100,100,100,77.8,77.8,16.7
1228,100,85,0.214905274,0.07521369,100,90,90,100,100,100,100,100,66.7,66.7,58.3
1229,75,65,-0.073421728,-0.21291364,90.6,60,50,91.7,100,100,100,100,33.3,22.2,41.7
1230,95,75,1.359606506,2.215588136,100,70,90,25,83.3,100,100,100,77.8,66.7,83.3
1231,75,60,0.78725589,-0.068849975,65.6,30,80,25,100,0,33.3,0,0,0,50
1232,75,75,0.214905274,1.644478608,93.8,40,90,91.7,91.7,100,100,100,66.7,88.9,33.3
1234,85,70,1.075582892,1.07336908,96.9,70,90,33.3,100,100,100,100,11.1,55.6,33.3
1235,65,70,0.498928888,1.932605937,87.5,50,80,25,100,0,100,0,0,0,25
1236,65,65,-0.361748729,-1.21106903,75,60,40,25,100,0,33.3,0,0,0,33.3
1237,75,40,0.214905274,0.929305416,87.5,100,80,100,100,100,100,100,66.7,88.9,33.3
1238,85,50,1.359606506,1.505560074,78.1,80,70,33.3,91.7,66.7,100,100,11.1,11.1,16.7
1239,60,70,-0.073421728,-1.21106903,65.6,30,20,33.3,100,0,100,0,0,0,41.7
1240,80,80,0.78725589,1.07336908,84.4,0,60,25,100,0,100,100,11.1,88.9,50
1241,95,80,1.075582892,-0.356977304,90.6,50,90,100,100,100,100,100,66.7,100,66.7
1242,95,90,1.075582892,0.358195888,84.4,80,100,25,100,100,100,100,33.3,33.3,41.7
1243,95,80,0.78725589,-1.067005366,93.8,80,70,25,100,100,100,100,44.4,77.8,66.7
1244,70,70,-0.361748729,1.217432745,81.2,10,10,25,100,0,33.3,0,0,0,25
1245,100,70,1.359606506,0.358195888,100,90,100,33.3,100,0,66.7,100,11.1,100,16.7
1247,80,75,0.214905274,0.790386882,93.8,60,100,25,100,100,100,100,55.6,100,58.3
1248,95,60,1.359606506,-0.784023167,81.2,80,70,100,91.7,100,100,100,33.3,88.9,58.3
1249,100,75,0.78725589,0.502259553,100,60,40,100,100,100,0,100,22.2,22.2,50
1251,80,75,1.075582892,0.358195888,87.5,30,100,58.3,100,100,100,100,44.4,44.4,33.3
1252,60,60,0.78725589,-0.639959503,90.6,50,70,25,83.3,0,100,0,0,0,25
1253,55,50,-1.794776963,-1.643260024,59.4,30,60,58.3,91.7,0,33.3,0,0,0,33.3
1254,95,95,0.78725589,0.358195888,84.4,90,90,100,100,100,100,100,33.3,22.2,50
1255,80,65,1.075582892,0.929305416,87.5,90,80,100,100,100,100,100,55.6,100,50
1256,90,65,1.359606506,1.644478608,62.5,80,100,100,100,100,100,0,55.6,66.7,33.3
1257,65,60,1.359606506,0.219277354,96.9,0,0,58.3,83.3,0,100,100,100,100,33.3
1258,85,70,0.214905274,1.505560074,96.9,90,70,100,100,100,100,100,100,100,66.7
1259,90,70,0.78725589,0.790386882,87.5,80,30,25,100,0,100,0,0,0,33.3
1260,40,80,0.214905274,-0.784023167,75,0,0,33.3,58.3,0,0,0,0,0,25
1261,70,60,-1.222426347,-0.21291364,87.5,30,50,33.3,83.3,0,100,33.3,0,11.1,16.7
1262,75,75,1.359606506,2.076669602,100,80,100,100,100,100,100,0,11.1,11.1,41.7
1263,55,80,-0.934099345,-1.21106903,37.5,50,90,50,100,66.7,100,100,0,0,50
1264,70,50,-0.645772343,-0.639959503,68.8,40,80,25,100,0,100,100,0,55.6,41.7
1265,90,90,1.075582892,0.502259553,96.9,90,100,100,100,100,100,100,100,100,50
1266,30,60,-0.645772343,-1.49919636,87.5,40,60,41.7,66.7,0,100,100,0,0,25
1267,90,65,-0.645772343,-0.639959503,31.2,0,40,25,91.7,0,33.3,0,0,0,33.3
1269,65,50,-0.073421728,1.07336908,78.1,70,50,50,83.3,0,100,0,0,0,33.3
1270,75,70,0.498928888,-0.784023167,81.2,20,60,100,100,0,66.7,100,11.1,22.2,41.7
1271,60,80,-0.073421728,0.07521369,84.4,70,90,33.3,91.7,0,100,100,0,55.6,33.3
1272,75,45,-0.645772343,-0.928086832,93.8,10,0,91.7,91.7,100,100,100,0,0,33.3
1273,50,75,-0.361748729,-0.356977304,84.4,50,70,25,91.7,0,100,100,0,0,25
1275,70,60,-1.506449961,-0.068849975,59.4,30,70,25,75,100,100,100,0,0,33.3
1276,80,70,0.498928888,1.932605937,87.5,90,70,91.7,100,33.3,100,66.7,100,77.8,58.3
1277,70,40,-0.645772343,-1.21106903,100,50,60,100,100,0,100,100,11.1,0,25
1278,70,50,-1.506449961,-1.355132695,84.4,0,0,25,41.7,0,0,0,0,0,25
1279,65,85,0.498928888,-0.639959503,90.6,60,90,83.3,91.7,33.3,100,100,11.1,100,33.3
1280,85,50,-1.506449961,-1.067005366,59.4,0,0,25,41.7,0,33.3,0,0,0,25
1281,95,85,1.359606506,0.929305416,100,80,90,41.7,100,0,100,100,22.2,88.9,16.7
1282,45,60,-0.073421728,-0.495895838,90.6,80,90,100,100,100,100,100,22.2,11.1,33.3
1283,80,55,-0.645772343,-1.49919636,93.8,0,0,33.3,66.7,100,100,100,0,0,33.3
1284,50,50,0.214905274,0.790386882,87.5,50,80,91.7,91.7,100,100,66.7,0,0,33.3
1285,60,65,0.498928888,0.929305416,84.4,20,60,25,100,0,0,0,0,0,25
1287,45,50,1.647933507,-1.21106903,90.6,100,100,100,100,100,100,100,100,77.8,41.7
1288,55,60,-0.645772343,-1.067005366,68.8,0,0,25,58.3,0,100,0,11.1,0,25
1289,95,80,1.359606506,-0.639959503,100,100,100,100,100,100,100,100,77.8,100,100
1291,75,60,0.214905274,1.36149641,93.8,80,80,41.7,100,100,100,100,22.2,66.7,25
1292,60,75,0.498928888,1.932605937,96.9,20,70,91.7,100,100,100,100,55.6,100,58.3
1293,55,60,-1.222426347,0.929305416,84.4,50,80,58.3,91.7,0,100,0,33.3,22.2,25
1294,55,65,-1.506449961,-0.068849975,96.9,60,20,66.7,83.3,0,0,0,0,0,25
1295,80,90,-0.073421728,-0.928086832,100,90,80,100,100,100,100,100,22.2,33.3,25
1296,65,55,-0.073421728,-0.21291364,87.5,10,60,58.3,100,0,33.3,0,0,0,16.7
1297,55,65,-0.361748729,-1.355132695,78.1,20,60,25,100,100,100,100,11.1,11.1,41.7
1298,55,65,-1.506449961,-1.643260024,81.2,40,40,50,100,0,0,0,0,0,16.7
1299,35,35,-1.794776963,-0.639959503,50,40,10,25,41.7,0,0,0,0,0,16.7
1302,70,80,1.075582892,0.646323217,96.9,90,90,100,100,100,100,100,88.9,100,66.7
1304,85,90,-0.073421728,-0.21291364,84.4,70,100,100,91.7,100,100,100,11.1,11.1,41.7
1306,85,70,0.214905274,-0.928086832,75,80,90,100,100,100,100,100,55.6,66.7,16.7
1307,100,100,1.359606506,1.07336908,96.9,100,90,100,100,100,100,100,100,77.8,100
1308,70,80,0.498928888,1.217432745,100,90,90,25,100,33.3,0,100,33.3,33.3,75
1309,65,60,0.78725589,1.644478608,96.9,30,50,100,100,100,100,100,100,88.9,41.7
1310,70,60,0.78725589,0.358195888,100,50,70,50,100,0,33.3,0,0,0,41.7
1311,90,55,1.075582892,-1.355132695,90.6,20,90,41.7,91.7,0,100,0,0,66.7,50
1312,90,80,0.78725589,2.076669602,100,60,90,91.7,100,100,100,100,100,100,91.7
1313,85,55,-0.645772343,1.932605937,96.9,30,60,25,100,0,0,66.7,0,0,50
1314,70,50,0.214905274,-0.495895838,71.9,40,70,58.3,66.7,33.3,100,100,0,0,33.3
1315,45,45,-1.506449961,0.358195888,81.2,0,0,58.3,66.7,0,0,0,0,0,50
1316,60,60,0.214905274,-1.21106903,65.6,40,70,25,83.3,100,100,100,11.1,77.8,41.7
1318,85,80,0.78725589,-0.21291364,87.5,100,100,41.7,100,100,100,100,44.4,55.6,50
1320,75,55,1.075582892,-0.21291364,93.8,80,100,100,100,100,100,66.7,0,0,33.3
1321,60,55,-0.934099345,1.36149641,96.9,0,30,33.3,100,0,33.3,0,0,0,33.3
1323,80,65,0.78725589,-0.639959503,100,70,70,100,91.7,100,100,100,100,100,83.3
1324,80,45,1.075582892,-0.784023167,87.5,10,60,50,100,0,0,0,0,0,33.3
1325,90,55,0.214905274,-1.49919636,62.5,10,10,91.7,83.3,66.7,100,100,33.3,33.3,50
1326,65,65,-0.073421728,-1.355132695,84.4,20,50,25,100,0,0,0,11.1,22.2,41.7
1327,65,65,-0.073421728,-0.068849975,84.4,30,20,33.3,66.7,0,100,66.7,0,0,16.7
1328,55,45,-0.073421728,1.644478608,93.8,40,50,41.7,100,0,100,0,55.6,0,0
1329,65,65,0.498928888,1.644478608,93.8,60,90,25,100,100,100,100,22.2,33.3,33.3
1330,80,60,0.214905274,-0.356977304,93.8,50,60,100,91.7,100,100,100,11.1,11.1,8.3
1331,55,30,-1.222426347,-0.928086832,71.9,10,20,25,58.3,0,0,0,0,0,33.3
1332,45,55,0.214905274,-0.928086832,90.6,20,90,33.3,100,0,100,100,0,0,41.7
1333,70,70,0.214905274,1.505560074,93.8,80,80,25,100,100,100,100,0,0,8.3
1334,45,50,-1.222426347,-1.21106903,6.2,0,0,25,25,0,0,0,0,0,25
1335,60,40,-0.645772343,-0.356977304,78.1,30,40,66.7,91.7,0,66.7,0,0,0,33.3
1336,75,60,-0.361748729,-0.495895838,93.8,90,50,100,100,100,100,100,0,0,33.3
1338,55,70,0.498928888,-0.356977304,90.6,90,60,58.3,100,100,100,100,0,0,50
1339,35,65,0.78725589,2.076669602,96.9,60,60,25,100,0,33.3,0,22.2,44.4,50
1342,75,60,0.498928888,1.932605937,81.2,100,80,25,100,0,100,0,11.1,0,41.7
1343,55,50,-0.645772343,-0.495895838,68.8,10,0,25,75,0,33.3,0,0,0,8.3
1344,75,50,-1.794776963,-0.639959503,93.8,0,0,58.3,66.7,100,100,100,0,0,16.7
1345,70,65,-0.645772343,0.219277354,96.9,30,30,25,91.7,0,100,0,0,0,33.3
1346,70,70,0.214905274,-0.356977304,93.8,60,70,100,100,100,100,100,11.1,0,41.7
1347,75,55,0.498928888,1.788542273,96.9,90,90,100,100,100,100,100,66.7,66.7,58.3
1348,85,70,1.075582892,1.644478608,96.9,70,70,100,100,100,100,100,100,100,91.7
1349,100,75,1.075582892,-0.356977304,87.5,100,80,41.7,100,0,100,100,11.1,66.7,41.7
1350,60,75,-0.073421728,1.788542273,90.6,60,60,91.7,91.7,0,100,0,0,0,58.3
1351,85,70,0.78725589,-0.639959503,87.5,40,90,25,100,100,100,66.7,0,11.1,50
1352,70,65,1.359606506,1.07336908,93.8,60,90,83.3,100,100,100,100,11.1,11.1,83.3
1353,60,40,-1.794776963,-1.067005366,90.6,0,0,25,66.7,0,0,0,0,0,25
1354,60,55,-0.934099345,-1.782178558,84.4,10,0,33.3,58.3,0,33.3,0,0,0,16.7
1355,50,45,-2.367127578,-0.639959503,65.6,10,20,25,66.7,0,0,0,0,11.1,0
1356,65,50,0.214905274,-0.784023167,96.9,20,70,25,100,0,0,0,0,0,33.3
1357,85,50,-2.083103965,-2.070305887,0,0,0,25,25,0,0,0,0,0,16.7
1358,60,65,0.78725589,-0.784023167,90.6,10,20,91.7,100,0,100,0,22.2,22.2,16.7
1360,50,50,-0.073421728,0.502259553,87.5,60,90,100,100,100,100,100,44.4,44.4,41.7
1361,65,55,-1.222426347,-0.784023167,65.6,0,0,25,100,0,0,0,0,0,16.7
1362,100,70,-0.073421728,0.790386882,90.6,70,100,25,100,100,100,100,11.1,11.1,16.7
1363,80,75,0.214905274,-0.928086832,93.8,70,100,41.7,100,0,100,100,0,22.2,41.7
1364,60,55,-1.794776963,-1.067005366,81.2,40,80,83.3,100,100,100,100,0,0,41.7
1365,65,55,-1.506449961,-0.784023167,93.8,70,80,41.7,83.3,0,100,0,11.1,11.1,41.7
1366,95,95,0.214905274,-1.49919636,71.9,0,40,25,83.3,100,100,100,33.3,11.1,50
1367,85,80,1.075582892,-0.21291364,100,70,90,41.7,100,0,33.3,0,22.2,55.6,16.7
1368,75,70,-1.222426347,-0.639959503,78.1,10,20,75,100,0,100,100,11.1,0,25
1369,50,60,-1.794776963,-0.639959503,68.8,0,30,25,100,0,33.3,0,0,0,33.3
1370,50,75,0.78725589,-1.49919636,100,100,100,83.3,100,0,100,0,0,44.4,25
1371,85,40,-2.367127578,0.358195888,84.4,80,70,58.3,83.3,66.7,100,66.7,0,44.4,50
1373,60,50,-1.794776963,-0.21291364,6.2,0,0,41.7,33.3,0,0,0,0,0,25
1374,100,95,0.498928888,1.505560074,84.4,90,40,83.3,100,100,100,100,66.7,66.7,33.3
1375,40,50,-2.083103965,-1.067005366,6.2,0,0,25,58.3,0,33.3,0,0,0,8.3
1377,95,60,1.359606506,0.646323217,96.9,90,100,83.3,100,100,100,100,55.6,100,50
1378,90,50,0.78725589,-0.21291364,90.6,90,80,100,100,100,100,100,44.4,88.9,75
1379,55,60,-2.65545458,-1.926242223,3.1,0,0,33.3,25,0,0,0,0,0,25
1380,85,65,-1.794776963,1.505560074,93.8,40,60,75,91.7,66.7,100,100,0,66.7,33.3
1382,85,60,0.78725589,0.502259553,96.9,80,90,100,100,100,100,100,44.4,55.6,25
1383,65,60,1.359606506,-0.068849975,100,80,60,100,100,100,0,100,44.4,66.7,41.7
1384,100,70,1.075582892,1.36149641,100,100,90,100,100,100,100,100,100,100,91.7
1385,55,35,-1.222426347,-1.355132695,78.1,80,20,33.3,75,0,33.3,100,0,0,16.7
1386,85,45,-1.506449961,-0.068849975,37.5,0,0,25,66.7,0,0,0,0,0,33.3
1387,45,25,-0.934099345,1.36149641,96.9,0,0,33.3,91.7,0,0,0,0,0,8.3
1388,75,65,1.359606506,-0.495895838,87.5,80,90,91.7,100,0,100,0,0,11.1,16.7
1389,70,65,-0.934099345,0.219277354,81.2,70,40,91.7,83.3,100,100,100,55.6,11.1,25
1390,75,45,0.214905274,1.36149641,93.8,70,60,41.7,100,100,100,100,44.4,44.4,33.3
1392,70,60,-1.794776963,-0.928086832,43.8,0,0,25,66.7,0,0,0,11.1,0,25
1394,65,40,0.498928888,0.646323217,84.4,70,50,83.3,75,100,100,100,44.4,100,58.3
1395,70,75,-0.073421728,0.790386882,84.4,70,80,41.7,100,0,0,100,0,0,58.3
1396,75,45,-1.794776963,-0.639959503,50,0,0,25,75,0,0,0,0,0,25
1397,80,85,0.214905274,-1.355132695,87.5,60,60,100,100,0,100,100,0,0,25
1398,50,55,0.498928888,1.217432745,96.9,80,60,91.7,91.7,0,100,100,0,0,25
1399,60,45,0.214905274,-1.21106903,90.6,0,0,33.3,75,0,33.3,0,0,0,33.3
1400,45,60,-1.794776963,-1.49919636,34.4,0,0,41.7,33.3,0,0,0,0,0,25
1401,80,50,-0.361748729,-1.067005366,90.6,50,50,91.7,91.7,100,100,100,55.6,100,16.7
1402,70,60,0.498928888,-0.639959503,93.8,20,40,25,83.3,0,66.7,0,0,0,50
1403,75,80,1.075582892,1.932605937,100,70,90,100,91.7,100,100,100,33.3,22.2,66.7
1404,40,75,-1.222426347,-1.067005366,71.9,20,50,100,91.7,66.7,100,33.3,0,0,66.7
1405,95,70,1.075582892,-0.928086832,100,70,90,100,100,100,100,100,55.6,55.6,91.7
1406,50,55,-0.361748729,-1.643260024,0,0,0,58.3,50,100,33.3,0,0,0,25
1407,45,50,-1.794776963,-1.49919636,68.8,0,60,58.3,100,100,100,100,22.2,44.4,25
1408,50,60,-0.073421728,-0.928086832,75,70,90,100,100,0,100,0,0,0,41.7
1409,70,65,-0.645772343,1.788542273,93.8,60,70,75,100,0,66.7,0,0,22.2,33.3
1410,80,70,-0.361748729,-0.356977304,78.1,0,20,83.3,100,0,100,0,11.1,11.1,50
1411,100,70,1.075582892,0.790386882,90.6,80,90,50,100,0,100,100,33.3,77.8,25
1412,45,65,-0.645772343,0.219277354,93.8,80,100,25,100,100,100,100,0,0,25
1413,70,55,-1.506449961,-2.070305887,84.4,10,10,25,50,0,0,0,0,0,16.7
1414,80,50,0.78725589,-1.355132695,71.9,40,70,25,100,100,100,100,22.2,22.2,33.3
1415,85,50,-0.361748729,1.07336908,87.5,80,90,66.7,100,100,100,100,100,100,33.3
1416,80,70,-0.645772343,0.219277354,65.6,0,50,33.3,66.7,0,0,0,0,0,0
1417,80,65,-1.506449961,1.932605937,65.6,90,40,25,100,0,100,0,0,0,33.3
1418,70,75,0.78725589,1.217432745,84.4,30,30,41.7,100,0,0,0,0,0,0
1419,55,40,0.78725589,0.646323217,87.5,0,70,100,100,100,100,100,100,100,100
1420,90,65,1.359606506,-0.639959503,87.5,90,70,91.7,100,100,100,100,22.2,22.2,25
1421,90,80,0.498928888,0.929305416,100,100,90,100,100,100,100,100,33.3,66.7,25
1422,75,45,-1.222426347,-0.784023167,78.1,40,20,25,91.7,0,66.7,0,22.2,0,33.3
1423,70,50,-0.934099345,1.36149641,100,80,90,33.3,91.7,0,0,0,0,0,8.3
1424,75,50,0.498928888,-0.784023167,68.8,30,80,25,91.7,0,66.7,0,0,0,41.7
1425,85,70,1.075582892,2.215588136,93.8,80,90,100,100,100,100,100,55.6,100,25
1426,100,80,0.498928888,1.788542273,93.8,70,80,100,100,100,100,100,66.7,100,58.3
1427,60,40,-0.361748729,-0.928086832,84.4,0,20,33.3,83.3,0,66.7,0,0,0,16.7
1428,75,65,-0.645772343,-0.068849975,93.8,50,90,100,91.7,100,100,100,0,100,50
1429,75,70,-0.934099345,-1.355132695,46.9,20,40,25,66.7,0,33.3,0,0,0,25
1430,100,85,1.075582892,0.358195888,84.4,60,80,100,91.7,100,100,100,55.6,66.7,66.7
1431,60,70,-0.073421728,-0.639959503,90.6,60,80,100,100,100,100,100,55.6,77.8,75
1432,75,75,-0.645772343,-0.784023167,84.4,70,70,25,100,100,0,100,0,0,16.7
1433,75,50,0.498928888,-0.639959503,93.8,30,60,25,83.3,0,0,0,0,11.1,25
1434,60,50,1.075582892,1.788542273,100,90,70,25,91.7,100,100,100,22.2,11.1,50
1435,55,60,0.78725589,0.790386882,81.2,10,60,25,100,100,100,100,11.1,33.3,41.7
1436,90,65,-0.073421728,0.790386882,87.5,40,50,50,83.3,0,100,66.7,0,0,25
1437,90,70,1.075582892,1.07336908,93.8,70,100,100,100,0,100,100,11.1,100,66.7
1438,75,60,0.214905274,-0.21291364,93.8,60,80,25,66.7,100,100,100,0,0,25
